#Frame    NC1[native] NC1[nonnative] NC1[mindist] NC1[maxdist]
     590         1896            120       1.2840      60.0724
     591         1899            128       1.2615      60.3491
     592         1916            130       1.2537      60.1609
     593         1882            136       1.2702      60.9554
     594         1906            131       1.2678      60.9348
     595         1894            121       1.2477      60.4699
     596         1899            126       1.2747      60.5337
     597         1886            109       1.2471      59.6428
     598         1913            103       1.2683      60.2781
     599         1919            135       1.2233      60.9231
     600         1905            121       1.2482      60.9058
     601         1892            115       1.2679      60.6253
     602         1888            115       1.2562      60.6684
     603         1889            129       1.2706      61.0657
     604         1904            128       1.2297      61.0004
     605         1899            115       1.2639      59.6335
     606         1887            109       1.2640      59.9417
     607         1888            111       1.2528      60.3080
     608         1901            117       1.2627      60.4144
     609         1906            129       1.2375      59.0913
     610         1899            120       1.2412      59.8994
     611         1896            139       1.2654      59.9634
     612         1888            104       1.2652      61.1233
     613         1889            115       1.2551      60.4504
     614         1901            130       1.2474      60.9023
     615         1905            133       1.2738      58.9280
     616         1897            140       1.2555      60.1621
     617         1885            121       1.2603      58.8187
     618         1903            105       1.2543      57.4348
     619         1884            130       1.2506      57.4511
     620         1891            118       1.2522      58.2261
     621         1897            139       1.2594      57.8082
     622         1899            125       1.2700      57.8291
     623         1917            114       1.2537      57.8277
     624         1903            109       1.2312      59.2688
     625         1879            105       1.2718      58.0082
     626         1907            114       1.2640      58.2887
     627         1923            129       1.2629      59.7384
     628         1885            114       1.2546      59.2995
     629         1900            133       1.2506      58.7364
     630         1913            123       1.2668      60.3457
     631         1884            133       1.2638      58.5538
     632         1899            122       1.2349      59.6800
     633         1895            128       1.2606      61.8694
     634         1903            119       1.2617      59.9554
     635         1880            121       1.2676      60.0040
     636         1900            130       1.2550      58.5705
     637         1903            127       1.2557      58.4091
     638         1898            133       1.2642      59.2229
     639         1891            126       1.2700      60.9282
     640         1905            117       1.2744      59.8937
     641         1889            122       1.2347      59.7273
     642         1899            130       1.2652      59.0963
     643         1920            117       1.2601      59.2324
     644         1915            130       1.2586      59.1529
     645         1890            120       1.2286      59.1471
     646         1894            116       1.2622      59.6518
     647         1930            120       1.2301      59.0151
     648         1897            112       1.2510      60.2238
     649         1895            131       1.2713      60.4179
     650         1881            119       1.2442      58.7695
     651         1913            121       1.2711      60.8882
     652         1918            129       1.2578      60.8686
     653         1905            122       1.2641      60.0155
     654         1896            114       1.2653      60.2080
     655         1903            114       1.2611      59.5684
     656         1891            116       1.2710      60.4994
     657         1908            119       1.2645      59.9188
     658         1908            123       1.2566      59.9601
     659         1913            131       1.2658      60.6153
     660         1904             94       1.2647      58.3783
     661         1899            114       1.2481      58.6152
     662         1889            102       1.2438      58.6773
     663         1907            120       1.2442      58.8396
     664         1904            120       1.2528      58.9023
     665         1899            116       1.2540      58.6260
     666         1916            118       1.2620      58.9836
     667         1917            121       1.2427      58.9104
     668         1888            120       1.2551      57.1047
     669         1907            116       1.2577      58.2434
     670         1901            118       1.2335      58.9952
     671         1910            110       1.2649      59.6031
     672         1895            118       1.2656      58.6165
     673         1897            139       1.2731      58.2211
     674         1903            117       1.2515      58.6222
     675         1927            114       1.2463      58.9763
     676         1912            120       1.2476      58.0850
     677         1897            114       1.2572      60.0425
     678         1902            124       1.2451      59.2452
     679         1904            115       1.2477      58.2659
     680         1922            118       1.2461      58.6372
     681         1900            121       1.2680      59.3013
     682         1911            124       1.2493      58.3249
     683         1889            107       1.2620      60.1975
     684         1898            105       1.2646      57.8666
     685         1909            135       1.2611      58.7732
     686         1902            101       1.2564      57.9822
     687         1914            123       1.2722      58.3329
     688         1891            127       1.2554      58.3857
     689         1902            122       1.2571      59.4246
     690         1896            122       1.2320      59.4692
     691         1879            107       1.2617      60.3218
     692         1900            120       1.2532      60.7479
     693         1896            130       1.2462      60.5334
     694         1901            127       1.2626      58.3355
     695         1876            120       1.2403      60.7102
     696         1912            129       1.2573      60.4836
     697         1866            133       1.2559      60.0282
     698         1919            113       1.2708      59.9660
     699         1904            130       1.2629      59.2732
     700         1895            126       1.2685      59.9815
     701         1903            118       1.2604      60.1322
     702         1888            135       1.2654      60.4682
     703         1879            126       1.2623      58.3842
     704         1901            123       1.2536      59.5080
     705         1883            121       1.2664      58.5856
     706         1901            122       1.2562      58.0026
     707         1883            142       1.2371      57.4063
     708         1884            127       1.2492      57.4546
     709         1902            123       1.2704      58.7308
     710         1881            104       1.2364      57.8666
     711         1876            125       1.2517      58.4978
     712         1888            107       1.2796      58.0738
     713         1888            118       1.2626      58.0108
     714         1897            105       1.2469      58.5582
     715         1884            133       1.2545      57.5694
