#Frame      Mode1    Mode2    Mode3    Mode4    Mode5
    8639   -8.051   -7.881    0.796    9.380    2.645
    8640  -16.971   -6.561    5.227   13.752    3.485
    8641  -11.339   -6.264    2.301   12.291    0.428
    8642  -11.426   -7.815    0.352   11.542    0.195
    8643  -11.691   -6.603    4.716   10.031    0.327
    8644   -9.362   -8.221   -1.307    5.027    0.574
    8645  -11.920  -10.081   -1.538    7.450   -0.987
    8646  -11.032   -8.118    1.502    8.078    2.708
    8647  -14.606   -6.981    4.140    7.460    0.877
    8648  -11.516   -4.356    7.658    4.793    3.032
    8649   -8.412   -1.057    6.473    2.883    0.309
    8650   -6.650   -4.451    3.671    4.033    2.813
    8651  -10.803    0.396    7.025    9.950   -0.130
    8652  -13.505   -1.236    1.679    9.419    1.090
    8653  -16.380   -6.206   -0.941    8.216   -0.646
    8654   -6.407   -3.690    8.340    4.897    2.790
    8655  -12.155   -1.785    5.827    4.501    3.691
    8656  -14.009   -4.989    3.601    4.237    4.690
    8657  -15.592   -7.792    2.272    4.868    6.925
    8658   -4.222   -2.625    2.196   -1.651    4.528
    8659  -10.831   -3.720    2.694   -0.272    4.870
    8660   -4.621   -2.112    3.014    5.267   -0.684
    8661   -2.936   -1.449    7.595    0.724    1.421
    8662   -6.373   -2.585    3.305    1.779    0.442
    8663   -5.283   -5.101    0.342    2.786   -1.562
    8664   -7.011   -7.728    4.150    2.043   -0.859
    8665  -10.004   -6.353    1.745    3.846   -1.675
    8666   -4.451   -6.070   -1.986    3.641   -1.271
    8667   -5.183   -2.386    0.314    8.406    5.668
    8668   -8.143   -5.484   -2.183    6.378    3.632
    8669   -0.165   -4.559   -3.783    3.411    4.169
    8670   -3.027   -1.598   -5.924    1.188    2.285
    8671    6.720   -0.810    1.740   -0.708   -0.296
    8672    3.732   -2.482    2.428   -0.212    0.672
    8673    2.811   -5.414   -3.329   -0.105    3.011
    8674    2.427   -4.628    2.783    3.261    2.030
    8675    3.270   -4.546    4.957    0.815    2.582
    8676    1.615   -0.866   -2.313    4.745    0.387
    8677   10.165    1.364    5.581    1.725   -4.351
    8678    5.145   -0.730    1.447   -0.853   -3.438
    8679    0.394   -0.234   -3.997    5.967    0.445
    8680   -2.182   -1.193   -8.558    8.098   -0.653
    8681   -3.800   -5.931   -0.011    7.941    0.451
    8682   -3.922   -3.578    2.856    8.237    4.507
    8683    3.501   -4.512    6.736    4.780    3.704
    8684   -6.730   -3.863   -0.545    5.613    0.120
    8685   -2.824   -2.364    1.884    7.448   -0.336
    8686   -8.471   -5.478   -0.131    2.758    4.376
    8687   -3.830    0.173   -5.041    6.745    1.630
    8688    1.413   -0.483    0.678    3.438   -3.010
    8689    3.817   -4.093   -1.106    0.158    1.891
    8690   -0.080   -2.413    3.302    3.520    5.835
    8691   -7.182   -1.271    2.181    2.364    4.500
    8692   -1.390    0.620    7.548    6.984    6.717
    8693   -3.206    5.041    6.884    2.141    1.040
    8694    3.233    7.357    6.866    1.191    2.462
    8695    0.802    6.655   10.829    0.909    3.233
    8696    2.558    5.280    9.060   -1.307    0.725
    8697    0.645    4.568    8.671    1.812   -0.470
    8698   -1.964    2.167    2.360    6.258    2.258
    8699   -0.105    4.948   -0.887    4.534   -2.932
    8700   -6.419   -1.772   -1.640    6.573   -4.469
    8701   -4.355   -2.727    2.581    4.280   -2.439
    8702    0.035   -1.337    0.786    2.400   -3.003
    8703   -1.377   -1.062    6.004    2.428   -1.226
    8704   -0.584   -0.909    2.939    0.457   -4.026
    8705   -3.884   -1.021    5.923    2.969   -1.161
    8706   -0.947    0.233    4.289   -0.987   -1.177
    8707   -3.510    0.770    3.287    3.375   -1.480
    8708   -2.304   -0.137    3.550    4.057    2.283
    8709    0.425   -0.912    5.487    3.128   -0.993
    8710    2.460    0.661    5.800    2.157    1.704
    8711    8.422    1.865    8.312    1.556    1.227
    8712    7.518    2.503    1.653    3.505    2.277
    8713    4.688    2.685    4.037    3.572    1.261
    8714   -0.179    2.208    6.049    1.920    0.484
    8715   -5.242    1.598    6.083    4.505    3.247
    8716    1.415    0.786    2.400    1.255    3.845
    8717    5.312    0.588   -0.081    1.370    5.154
    8718    3.132    3.253    2.499    4.374    2.731
    8719    0.625   -0.965    1.552    5.366    3.812
    8720    0.039    0.897    9.051    7.548    3.529
    8721    2.022    2.649    8.267    3.738    1.147
    8722    4.382    1.637    7.463    0.503   -3.241
    8723    3.674   -1.911    5.641   -2.764   -3.389
    8724    9.347    0.527    3.544    2.607   -0.113
    8725   -2.860    0.434    6.542    6.438    0.900
    8726   -5.083   -4.627    1.184    2.078    3.302
    8727    0.180   -2.009   -1.954    2.525    1.135
    8728   -0.610   -0.185    2.904    4.701    4.720
    8729   -5.592   -2.996    2.767    0.873    3.637
    8730   -4.484    3.562    5.172    4.173   -0.774
    8731   -2.506   -0.572   -0.632    2.880    2.428
    8732   -8.448   -4.800   -2.945    5.012   -1.092
    8733  -10.056   -4.363    0.841    6.170    0.853
    8734   -7.014   -2.604   -0.091    0.545    7.780
    8735   -7.564    3.874   -2.846    2.501    1.131
    8736   -5.971    3.400   -7.252    2.917    0.733
    8737   -6.623    1.314   -9.848    7.360    2.838
    8738   -7.009   -0.824   -4.203    2.710    1.374
    8739   -5.431    1.664   -2.470    8.234   -3.288
    8740   -3.682   -1.074   -3.220    3.523    1.088
    8741   -5.032   -0.513   -0.211    0.778    1.796
    8742   -9.438    4.774   -2.714    9.254   -1.024
    8743   -1.150    0.036    2.074    6.342    1.396
    8744   -0.015    3.530   -2.883    5.335    0.252
    8745   -0.730    3.173   -0.586    3.507   -0.775
    8746    0.636    2.630   -0.960    6.168   -1.266
    8747   -3.417    5.914   -0.491    3.275    1.285
    8748   -3.575    3.401    0.672    3.796    1.133
    8749    0.399    2.123   -0.164    4.310    2.965
    8750    4.302    7.254    5.494    0.263    3.714
    8751    4.218    6.083    2.163    3.047    0.527
    8752    1.985    3.777    6.341    2.417    1.264
    8753    0.461    0.747    5.359    3.634   -0.304
    8754   -2.041    3.036    2.699   -0.202   -2.739
    8755   -1.574    2.374    0.855    1.724    1.935
    8756   -4.444    4.082    0.592   -0.431    0.366
    8757   -5.157    5.878    7.414    1.830   -1.025
    8758   -7.012    2.549    2.898    6.295   -1.291
    8759  -10.495    3.386   -0.656    8.221    3.102
    8760   -6.652    3.847   -0.385    9.344   -1.666
    8761   -1.100    4.181   -0.082    4.270    3.077
    8762   -5.855    5.310    7.755    2.585    4.354
    8763   -2.885    7.396    8.002   -1.921    3.737
    8764   -3.265    7.164    1.767    0.919    2.125
    8765    2.181    7.321    3.988   -0.124    5.875
    8766   -4.036    7.455    5.890    0.877    5.255
    8767   -0.141    4.627    0.923   -1.118   -0.004
    8768    1.752    1.572    5.303    1.984    2.455
    8769   -3.652   -1.641   -2.448    5.734    1.892
    8770   -4.241    1.679    1.549    7.006   -1.132
    8771   -3.599   -2.571   -0.138    0.487   -1.564
    8772   -0.089    2.608   -3.260    3.376    2.985
    8773   -0.848    4.070    2.000   -3.120    1.394
    8774   -5.065    3.860   -1.276   -1.729    0.895
    8775   -6.003    3.450    0.378    2.066   -1.144
    8776    0.098    6.857    1.607    1.655    0.860
    8777    5.268    5.674    9.050    1.443    1.355
    8778    0.754    7.516    3.679    1.470   -2.097
    8779   -0.946    5.035    2.797    1.825   -0.363
    8780   -5.341    4.758    4.879    2.749   -1.447
    8781   -6.869    4.041    7.891   -0.567    2.890
    8782   -3.374    0.778    2.251    3.355   -1.390
    8783   -3.174    6.028    1.848    3.387    0.511
    8784    2.852    7.957    2.307    1.694   -3.118
    8785   -1.610    8.855    2.544    3.895   -1.369
    8786   -3.107    5.593   -3.322    1.590    0.138
    8787   -1.456    3.885    1.165    7.172   -4.262
    8788   -7.072   -0.315   -4.550    6.665   -1.817
    8789   -0.343    4.525    0.342    2.706    1.755
    8790   -1.490    4.795    4.595    0.660   -4.570
    8791    1.324    4.955    5.725    2.409   -0.823
    8792   -2.085    5.579   -0.913    1.490   -1.324
    8793    0.253    5.190   -3.868    2.062   -1.340
    8794   -4.962    4.698    1.687    2.386    2.389
    8795   -7.910    4.967    3.778    3.300    0.129
    8796   -9.524    1.663    1.646    6.619    1.995
    8797  -11.879    0.237   -2.375    6.928    1.578
    8798  -10.982    3.429    3.068    3.962    4.079
    8799  -10.143   -0.001    3.535    6.390    6.564
    8800   -2.113    5.444    4.271    6.246   -0.551
    8801   -1.317    4.074    0.280    3.918   -2.792
    8802   -0.326    4.435    2.515   -1.143    1.288
    8803   -1.317   10.499   -1.247    5.238   -5.082
    8804   -2.124    5.866   -2.855    5.175   -3.287
    8805   -2.562    4.035   -3.739    7.241   -1.741
    8806    2.210    3.174    1.488    6.122    3.500
    8807   -5.950    6.693    1.158    9.939   -0.104
    8808   -0.662    6.515    0.013    6.721    2.410
    8809  -11.752   -2.251   -3.818    9.389   -2.239
    8810  -10.152    3.814    1.127    6.120   -0.628
    8811   -9.736    0.494    2.444    3.475    0.129
    8812  -13.134    0.155    4.019    4.088    1.286
    8813   -6.945    3.877    6.049    1.215    3.349
    8814   -7.780    4.512    2.051    5.328    1.513
    8815   -6.725    0.561    3.400    3.942   -2.035
    8816   -4.639    2.900    3.083    0.984   -1.237
    8817   -0.761    0.914    4.609    2.529    0.586
    8818    2.020    2.997   -2.184    0.957    0.066
    8819   -4.070    0.302   -2.744    3.584   -1.815
    8820   -9.383    1.439    1.518    3.539    0.348
    8821   -5.706    1.990    0.247    4.359    2.674
    8822   -7.396    2.640    2.911    2.817    5.607
    8823   -3.510    2.557    5.004    0.928    4.919
    8824   -2.183    4.990    2.518    0.081   -5.063
    8825   -2.462    5.784    1.977    3.308   -5.014
    8826    3.517    2.739    7.140    5.567   -3.205
    8827    1.144    4.948   10.116    5.412    1.227
    8828    1.316    4.707    7.195    0.974   -0.128
    8829    3.116    5.585   10.978    4.795   -3.103
    8830    2.411    2.843    2.156    3.510   -1.809
    8831   -3.691    0.648   -1.359    4.914   -3.664
    8832   -3.864    2.040    0.362    7.831   -2.082
    8833   -0.340   -0.596   -1.520    5.818   -2.461
    8834    1.564    2.015   -1.724    2.536    1.221
    8835   -1.905    0.669    0.528    4.075    1.559
    8836   -5.636   -1.341    0.805    6.824   -0.552
    8837   -0.701    2.678   -1.399   10.299   -1.352
    8838   -7.913    0.378    2.333    6.463    1.330
    8839   -4.103    1.615   -0.966    8.302   -4.424
    8840   -2.314    3.786   -2.021    9.112   -4.845
    8841   -0.417    6.772   -0.358    6.612   -0.247
    8842    0.140    4.531   -2.425    5.613   -0.179
    8843  -10.248    3.945   -6.653   11.418   -0.320
    8844   -8.103    0.279   -4.712    7.701   -1.735
    8845    1.424    4.111    0.967    5.292    1.632
    8846   -5.575    3.862    0.569    9.432   -1.596
    8847   -2.172    3.796    3.935    7.688   -0.534
    8848   -7.064    2.505    2.013    6.039    0.973
    8849   -2.657    2.304    5.465    6.175    2.631
    8850   -8.079    3.348   -0.174    4.793    4.556
    8851   -8.767    5.998   -1.208    6.933    1.933
    8852   -6.728    0.924    0.433    3.761   -0.502
    8853   -8.919    2.865   -5.284    3.656   -0.214
    8854  -10.066    1.381   -3.389    5.047    3.591
    8855   -7.503    2.732   -5.388    3.036   -2.206
    8856   -9.371    4.919   -1.573    2.856    2.870
    8857  -13.975    4.924    3.560    3.215    1.980
    8858  -13.176    5.469    4.060    2.303   -1.144
    8859  -11.354    5.040    3.965    0.146   -0.388
    8860   -8.311    4.004    0.835    3.287    2.030
    8861   -3.246    1.490    0.016    2.820    1.098
    8862   -5.030    5.512    3.409    3.158   -0.456
    8863  -11.338    4.079   -6.311    3.606   -4.264
    8864   -1.072    0.216   -0.938   -0.233    0.225
    8865    0.007    4.715    3.733    1.703   -1.807
    8866   -4.321    2.898    1.967    0.889    2.850
    8867   -4.760   -0.219    4.364    4.276    1.762
    8868   -7.904    1.900    2.322    4.694    0.234
    8869   -4.342    2.408   -2.956    4.809   -1.701
    8870   -8.265    1.149   -2.604    7.114   -2.743
    8871  -14.240    0.755    3.207    3.435   -2.195
    8872  -11.649    2.521    7.760   -3.027   -0.571
    8873   -8.159    1.061   -1.160   -0.582   -1.295
    8874   -5.003   -2.211   -2.241    0.972   -1.348
    8875   -9.771   -1.924    3.647    0.025   -0.190
    8876   -8.999   -1.525   -1.440    3.429    0.323
    8877   -7.736   -1.986    2.037   -0.767   -3.274
    8878   -8.532    3.325    3.052    1.372   -3.736
    8879   -8.140    2.933    4.055    1.172   -0.910
    8880   -9.369    0.869    3.436    1.657   -2.499
    8881  -13.977   -1.692    3.483   -4.627    1.228
    8882  -10.302    1.703    7.046   -4.334   -0.872
    8883  -10.970   -0.429    5.356   -3.280    3.317
    8884   -8.220   -1.298    6.812   -0.762    0.472
    8885   -8.595    1.795    9.732    0.871   -1.235
    8886   -2.233    1.315   11.525    0.969    2.381
    8887   -1.624    1.500    9.827   -0.901    0.463
    8888   -3.675    0.619    9.575    2.066   -0.686
    8889    2.696    1.379    5.148   -1.479   -3.627
    8890    2.224    3.032    4.286   -4.391   -1.842
    8891   -4.665    1.488    5.610   -1.183   -0.784
    8892   -8.598    2.854    7.398   -2.218    1.373
    8893   -6.486   -1.205    8.492   -1.012    0.651
    8894   -5.029    2.967    8.722    4.106   -0.395
    8895   -4.139    0.282    7.745    4.152    0.975
    8896   -6.980   -3.328   -1.253    3.068    3.692
    8897   -4.911   -3.851    3.429   -0.458   -3.514
    8898   -3.876   -5.174    3.277    3.055   -5.025
    8899   -9.808   -5.631    3.436    4.462   -0.400
    8900   -4.215   -2.569    4.250    2.164   -2.779
    8901   -5.432   -2.812   -0.427    1.227   -0.299
    8902   -0.211   -0.039   -4.690   -1.799   -4.338
    8903   -2.856    0.399    0.310   -1.760   -5.333
    8904   -0.609    2.396    7.014   -2.084   -2.664
    8905    2.219    2.547   12.932   -2.355    0.194
    8906   -1.717   -1.604    8.879   -3.276   -0.413
    8907   -1.791    5.583   10.987   -4.351    0.434
    8908    0.325    5.151   10.196   -1.779    0.136
    8909   -4.737    5.188    4.794   -4.730    1.081
    8910    1.169    2.797    2.716   -1.403    3.649
    8911    3.637    2.687    2.311   -9.794    2.593
    8912   -0.660    0.334    2.301   -1.614    1.116
    8913    0.393    3.908    0.344   -3.175    3.170
    8914   -3.008    1.421    5.019   -1.226    3.191
    8915   -2.627    3.913    3.382   -2.768   -0.915
    8916   -7.531    2.253    2.106   -2.045    1.099
    8917   -6.428    1.705   -7.270   -2.440    2.861
    8918   -5.956    2.230   -6.876    0.665    0.705
    8919   -7.965    2.168   -4.834    0.947   -2.331
    8920   -1.404    2.493   -1.614   -0.911   -0.633
    8921   -3.384    3.908   -0.490   -2.939   -1.378
    8922   -1.329    3.661   -0.954    4.513   -1.645
    8923   -6.190    1.429   -0.757   -0.020   -4.129
    8924    0.845    2.701   -4.186    3.558   -0.977
    8925   -0.705    2.608   -0.748    6.585   -2.304
    8926   -0.247    2.088   -1.128    3.072   -0.357
    8927   -1.714    3.521   -0.584    4.474   -2.902
    8928   -2.787    4.125    4.864    0.158   -2.405
    8929   -5.475    2.525    9.654    5.757    3.327
    8930   -0.199   -2.129    8.754    7.863    3.999
    8931    2.187    0.624    5.894    2.489   -0.206
    8932   -1.306    2.929    2.494    3.418    2.064
    8933   -7.071    5.412    2.784    3.886   -0.976
    8934  -11.603    1.740    1.168    5.092    0.344
    8935   -2.771    6.139   -2.967    5.285   -1.270
    8936   -0.703    5.689   -1.781    4.128    3.980
    8937   -0.830    5.676   -0.268    4.565   -0.116
    8938    1.595    3.813    3.413    4.751    3.055
    8939    0.834    0.197    0.952    1.543   -2.890
    8940    1.321    0.181   -5.826   -0.742    0.046
    8941    7.587    5.793   -0.732    1.525   -2.150
    8942   12.705    4.692   -1.514    0.959   -1.405
    8943   14.003    5.131   -2.460    1.877   -0.791
    8944    7.808    7.955   -8.413   -1.606   -1.490
    8945   12.490    8.596   -0.787    0.671   -3.979
    8946    6.988    1.663   -4.683    1.331   -4.152
    8947    8.586    6.202   -5.134    5.281   -4.923
    8948   12.966    7.853   -2.283    1.461   -3.652
    8949    7.085    4.675   -0.418    4.288   -4.336
    8950    4.194    1.627    0.751    1.674   -2.744
    8951    1.694   -1.550    1.901    3.303    0.462
    8952    3.751   -0.605   -0.946    4.371    0.433
    8953    1.030    5.413    1.094   -1.243    1.220
    8954    7.833    4.408    4.968   -0.274    1.641
    8955    3.625    0.376    6.907    0.521    1.662
    8956    3.085    2.628    5.809    0.163   -0.127
    8957    1.857    2.333    0.987    5.313    1.781
    8958    3.559    0.767   -0.446   -0.173    5.454
    8959    4.766    3.951    4.074   -1.708    1.439
    8960    9.011    6.578   12.516    0.520    2.857
    8961   11.488    9.043   10.682    0.861    1.763
    8962   16.298    9.422   14.730   -4.614    0.362
    8963    7.944    4.857   12.625   -2.634    5.449
    8964    1.002    2.337    7.251    1.966   -0.212
    8965    0.683    3.900    8.281   -1.002    0.425
    8966   -1.741    0.017    7.307    2.516    1.619
    8967    2.329    6.541    5.200    3.695   -1.717
    8968    2.386    3.259    1.867    0.502   -2.234
    8969    6.782    3.686    0.768    0.170    1.688
    8970    1.572   -1.989    6.020    3.119    0.551
    8971    3.431    3.239    6.731    3.237    3.506
    8972    3.285    1.216    4.476    2.657    0.460
    8973    5.416    2.739    7.233    4.834    2.596
    8974    3.449    3.239    3.140    6.534   -1.206
    8975    6.711    0.772    2.423    4.265    3.979
    8976    5.083    3.372   -1.075    7.292    1.246
    8977    3.316   -1.508   -0.133    7.763   -0.538
    8978    0.484   -0.029   -2.324    4.651   -3.320
    8979    2.468   -2.317   -9.419    0.631   -3.613
    8980    5.803   -1.480   -2.709    3.484   -2.132
    8981   -0.639    1.486   -2.708    5.540   -1.227
    8982    0.259    1.198   -2.023    4.715   -3.541
    8983    2.003   -1.026   -2.021    2.732   -4.221
    8984    2.193   -1.331   -0.190    7.035   -2.673
    8985    4.363    1.204    1.052    2.096   -4.295
    8986    8.308    2.171    2.331    3.152   -1.174
    8987    6.373    4.394    5.508    1.872    0.961
    8988    1.695    0.719    1.637    1.837   -0.488
    8989    3.160    1.076    5.356    6.539   -1.863
    8990   -4.394    5.475    7.586    7.242   -1.319
    8991   -7.534   -0.100    8.614    3.183   -0.333
    8992   -8.981   -0.683    8.525    7.983    2.942
    8993   -0.887   -0.557   11.251    7.520    4.244
    8994    1.440    4.046   10.991    4.221    4.470
    8995    2.631    5.051    2.651    9.534   -2.423
    8996    1.262    0.989   12.665    7.802   -1.656
    8997    2.646    2.319   12.760    8.227   -5.260
    8998    0.594    0.913    6.146    9.139   -1.093
    8999   -1.279    3.055    9.643   10.771   -2.237
    9000   -1.272    0.593    8.567    9.860   -1.579
    9001   -3.727    0.528    2.977    6.704   -5.612
    9002   -4.121    0.789    3.044    6.672   -2.648
    9003   -3.737   -0.270    7.163    9.681    0.997
    9004   -0.888   -0.071    6.386    9.362    1.523
    9005   -0.650   -1.942    7.515    7.930   -0.765
    9006   -0.790   -2.347    4.282   10.103   -1.725
    9007    0.771    0.465    3.102    7.010   -2.462
    9008    6.243    2.314    3.236   10.526   -5.402
    9009    3.678    1.800    1.826   12.687   -2.602
    9010    8.772   -1.701   -0.664    6.839   -7.766
    9011    5.674   -2.544   -2.734    8.065   -3.924
    9012    3.162   -3.672    3.021    6.482   -0.790
    9013    2.615   -1.922    0.734    9.818   -4.499
    9014    2.926   -5.039   -2.274    7.980   -4.637
    9015   -0.642   -5.868   -0.157    4.952   -2.093
    9016    4.727   -0.254    3.607    3.880   -1.513
    9017   11.641   -3.006    3.325   -0.234   -5.117
    9018   16.434   -2.980    4.284    1.746   -5.374
    9019   15.332   -1.510    7.030    3.518   -6.652
    9020    7.071    0.621    8.133    6.426   -0.835
    9021    1.600    4.313    7.929    5.648   -6.440
    9022    1.768   -0.021    7.185    5.687   -5.383
    9023    0.325    2.941    5.901    4.526   -9.434
    9024   -0.100   -1.176    5.335    5.827   -2.429
    9025   -2.430   -3.835    3.656    7.424   -2.052
    9026   -3.369   -6.402    2.653    6.839   -5.407
    9027   -1.346   -1.684    7.234    5.862   -8.853
    9028   -1.727   -0.201    8.195    3.914    0.260
    9029    1.149   -3.277    4.455    7.401   -2.771
    9030    1.223    3.541    6.351    5.571   -0.807
    9031    5.288    2.155   -0.305    4.224   -5.834
    9032    4.901    2.756    5.794    4.249   -2.099
    9033    1.293    2.555    1.505    9.421   -4.703
    9034    6.265   -1.419    2.236    3.138   -6.258
    9035    3.347    1.303   13.388    6.630   -2.224
    9036    1.310    2.155    5.095    5.299   -4.436
    9037    5.567   -1.597   12.552    6.019   -0.433
    9038    1.503    1.675    6.755    7.155   -4.880
    9039    2.460   -1.444    2.839    8.269   -3.980
    9040    5.493    0.005    4.104    7.608   -4.879
    9041    1.436    1.768    3.304    3.968    0.722
    9042    0.623   -0.351    0.720    3.372   -6.363
    9043    3.221   -1.402    3.165    5.828   -5.079
    9044    0.377    0.031    3.366    7.730   -7.174
    9045    5.791   -1.617    7.438    3.731   -6.141
    9046    1.340    0.552    3.808    6.501   -5.460
    9047    3.720    2.984    1.477    9.212   -4.907
    9048    4.552   -0.489    4.447    9.740   -6.703
    9049    3.403   -0.468    0.747    8.245   -9.576
    9050    4.652    0.560    1.658    9.010   -2.466
    9051    1.121   -1.487    3.127    4.337   -6.678
    9052    4.043   -3.003    4.923    4.217   -7.436
    9053    1.325   -1.451    6.875    7.557   -2.611
    9054   -2.145   -2.408   10.159    9.108   -3.059
    9055   -0.314   -3.463    7.831    8.854   -0.478
    9056   -2.073   -2.805    7.697   10.034    1.335
    9057   -0.543   -1.976   13.195    9.291    1.566
    9058    4.306    3.022   12.815    5.730   -0.862
    9059    2.068    1.527   12.545    3.046   -1.695
    9060    1.047    1.103   12.416    5.178   -0.609
    9061   -0.365    1.725   16.602    6.178    1.858
    9062    2.941    0.128   14.429    5.831    1.225
    9063    2.845    0.295   12.250    6.100   -0.133
    9064    1.992    2.598    1.774    6.771   -1.453
    9065    5.753   -1.057    0.921    6.089   -5.455
    9066    2.068   -0.009   -2.672    4.751   -5.370
    9067    2.281    0.888   -2.596    5.712   -4.317
    9068   -0.645    1.455    0.026    6.161   -4.841
    9069   -1.855    1.043    0.923    9.799   -2.123
    9070   -3.432    0.514   -0.017    9.988   -5.020
    9071   -2.123    0.619   -0.894   11.323   -3.089
    9072   -3.182    2.082    3.466    6.863   -2.567
    9073    2.252    2.921    4.046   11.505   -2.187
    9074    2.069    0.719    2.626    7.185   -1.167
    9075    0.664    0.649    6.926    1.862   -5.211
    9076    3.622    3.062    3.455    3.216    1.288
    9077   -0.460    0.489    2.547    3.183    1.111
    9078    4.146    0.857    1.878    4.937   -0.574
    9079    4.627   -1.824   -1.570    2.845   -0.698
    9080    6.673    1.246    6.469    3.313   -2.198
    9081    2.215    0.729    3.835    4.347    0.424
    9082    1.996    2.716    5.795    6.932   -2.453
    9083   -3.537    2.255    5.773    7.370   -4.769
    9084   -1.575    0.143   -0.435    5.077   -2.279
    9085   -5.035   -1.200    4.164   10.102    1.023
    9086   -2.238    0.746    5.969    8.270   -1.379
    9087   -3.440    2.579    4.139   11.881   -1.026
    9088   -2.619   -0.182    1.137   13.162    2.395
    9089   -5.690   -0.205   -1.060   10.143   -4.755
    9090   -9.042   -1.407   -0.490   12.036   -0.898
    9091   -6.667   -2.417    2.419   13.812   -2.563
    9092   -7.767   -0.077   -4.738   11.513   -2.441
    9093   -6.974   -0.638    5.353   11.494    0.148
    9094   -1.506   -0.688    5.483    8.594   -3.472
    9095   -1.535   -1.792   -0.568   10.304   -0.326
    9096    0.898   -4.438    3.436    7.722    2.900
    9097    6.354    1.938    5.417   11.673   -0.724
    9098    9.705   -0.635    4.092    7.596   -1.036
    9099    3.166   -0.436    4.757    7.652   -0.843
    9100    4.439    2.823    1.939    7.164   -0.925
    9101    2.124    1.227    5.425    7.566    0.124
    9102    3.502    1.108    0.408    8.929   -3.574
    9103   -0.409    0.663    2.656    8.806   -1.578
    9104   10.213   -0.256   -0.906    8.778   -1.282
    9105    1.455    2.364   -0.022    7.760   -3.010
    9106    3.820    0.395    2.468   10.724   -4.173
    9107    3.784    1.084    5.735    2.837   -0.677
    9108    3.251    0.460    3.060    9.970   -1.839
    9109    6.088    3.143    2.519    6.152   -3.649
    9110    9.293    0.279    4.709    9.250   -3.188
    9111    7.993   -5.047    6.449    5.089    0.996
    9112    6.463    0.230    4.298   10.928   -4.172
    9113    2.793    0.916   -2.207   10.908   -2.977
    9114    5.681    0.584    2.668    8.783   -4.210
    9115    7.151   -1.202   -2.012    5.680   -1.510
    9116    2.483    2.271   -4.538   10.332   -7.205
    9117    2.187    2.184   -2.407   10.511   -8.538
    9118    1.853    0.640    1.528    9.836  -10.142
    9119    1.323   -4.180    0.029    6.627   -7.607
    9120   -4.254   -4.154    5.488   10.490   -7.422
    9121   -4.570   -1.687    1.875   11.534   -6.906
    9122   -1.631   -1.869    2.202    9.969   -8.913
    9123   -4.012   -1.345    2.743    9.686   -6.452
    9124   -7.308   -4.858    5.510   11.337   -5.501
    9125   -4.157   -4.208   -2.885   11.135   -8.963
    9126   -5.838   -2.373   -1.996   17.416   -6.523
    9127   -3.777   -5.078   -3.233   13.786   -8.134
    9128   -5.356   -2.987    0.094   18.333   -7.228
    9129   -4.624   -0.719    2.880   14.483   -7.203
    9130  -11.892   -2.613    4.960   13.703   -2.999
    9131   -4.421   -2.840    0.217   13.203   -4.287
    9132   -7.606   -4.795   -3.550   13.519   -4.259
    9133   -5.043   -2.739   -2.540   13.195   -6.439
    9134   -5.746   -5.495   -1.657   12.137   -9.331
    9135    3.475   -2.689  -12.942   10.145  -14.154
    9136    1.429   -4.256   -6.766   10.448  -12.724
    9137    2.155   -1.705   -2.239    8.527  -10.694
    9138    3.787   -2.168   -5.608    7.786  -10.490
    9139    1.554   -1.799  -10.606   10.023   -8.193
    9140    0.014   -7.297   -4.684    8.196   -9.188
    9141    2.655   -8.696   -4.642    7.340   -7.006
    9142    3.956   -7.312   -6.621    7.087   -9.084
    9143    0.193   -4.421   -5.571    8.193   -6.481
    9144    3.958   -1.584    1.339    7.238   -8.682
    9145   -3.258   -0.657    4.542    9.028   -8.600
    9146   -0.706   -2.235    2.290    7.929   -8.669
    9147    3.232   -2.727   -1.976    5.936   -7.711
    9148    0.347   -0.175   -4.017    7.009   -7.033
    9149   -2.241   -1.611   -4.842    9.548   -7.283
    9150    1.892   -0.556    1.451    7.117   -2.569
    9151   -0.163   -3.711    1.427    8.117   -6.092
    9152   -1.216   -2.984    1.284   14.075   -6.005
    9153    0.094   -5.146    0.616   14.273   -5.777
    9154    2.802   -0.663    3.438   15.472   -5.486
    9155   -0.140   -3.200    1.962   11.320   -7.755
    9156    3.688   -3.153    1.594   13.223  -10.257
    9157    6.225   -3.170    5.900    8.091   -5.114
    9158    5.008   -2.089   -2.577   10.511   -9.444
    9159    0.544   -4.493    6.718   13.895   -3.622
    9160    7.768   -2.564    9.838    8.138   -7.263
    9161    4.680   -4.101    8.224   10.403   -6.840
    9162   -0.684   -6.332    4.029   13.366   -2.632
    9163    7.485   -3.041   12.210   12.145   -1.801
    9164    8.793   -0.870   -0.855   12.235   -8.047
    9165    9.348    0.021    1.330   10.418   -7.128
    9166    4.670   -3.434   -6.491   10.362  -10.646
    9167    2.702   -5.217   -0.692    8.816   -7.428
    9168   -1.925   -4.739    3.750   10.178  -11.370
    9169   -2.355   -5.236    3.411   10.836   -8.167
    9170   -1.316   -5.201    7.776   11.625   -7.531
    9171   -3.324   -3.406    6.211   10.932   -6.841
    9172   -0.891   -0.778   11.044   11.720   -4.325
    9173    3.097   -3.196    2.386    9.720   -5.936
    9174   -4.719   -5.271    1.747   11.147   -5.170
    9175   -3.649   -4.143   -0.174   12.605   -4.698
