#Frame      Mode1    Mode2    Mode3    Mode4    Mode5
    4018    5.348    9.075    6.339   -6.824   -6.461
    4019   -0.306    7.497    5.569   -6.060   -3.742
    4020   -5.590    7.565    6.437   -1.049   -3.419
    4021    0.689   12.778    8.452   -2.303   -2.070
    4022    5.755   13.325    9.825   -4.153   -0.810
    4023    9.277   12.464    7.404   -2.252   -5.466
    4024   -2.370    8.774    9.261   -4.697   -3.312
    4025    1.993   12.742    8.480   -6.860   -4.408
    4026   -0.883   12.185    5.452   -4.482   -4.408
    4027    3.469    8.683    1.092   -3.869   -1.909
    4028    2.686    8.787    2.567   -4.977   -5.573
    4029   -2.233    9.607    2.071   -2.056   -5.003
    4030   -4.023    9.210   11.360   -4.435   -6.139
    4031   -1.153   11.211   10.694   -3.069   -7.695
    4032   -7.284    8.569    7.539   -0.473   -6.095
    4033   -8.451   13.271   11.176   -2.599   -5.902
    4034   -1.062   11.023    9.073   -4.696    0.843
    4035    2.285   12.581    6.596   -0.691  -10.454
    4036   10.527   15.422    5.712   -5.780   -8.254
    4037    6.486    9.536    2.686   -6.224   -8.162
    4038    6.753    8.347    6.406   -3.151   -7.596
    4039    6.093    5.962   -1.208   -7.014   -6.601
    4040    1.693    5.851    2.024   -3.111   -8.247
    4041   -1.281    7.388    3.168   -4.180   -5.383
    4042   -0.723    7.247   -1.125    0.080   -9.532
    4043    4.302    6.994   -0.116   -2.486  -10.113
    4044   -2.383    8.355    3.085   -3.449   -6.997
    4045    2.119    9.520    6.116   -7.121   -5.046
    4046    1.242    7.721   15.434   -4.744   -5.794
    4047    9.401    9.759    8.406  -11.409   -3.532
    4048   10.061    7.991    9.189   -6.395   -1.200
    4049    9.376   14.312   15.957   -5.541   -0.988
    4050    7.286   14.791   15.787   -5.287   -2.012
    4051    5.597   11.609   10.888   -4.468   -4.840
    4052    4.331    9.772   12.365   -7.631   -5.311
    4053    7.370   10.724    8.086  -10.929   -2.703
    4054    5.191   12.446    8.236   -8.321   -1.242
    4055    3.553    8.700    6.745   -6.357   -0.339
    4056   -3.031   10.741    7.444   -4.525   -3.101
    4057    3.228   13.189   12.727   -5.605   -2.556
    4058    3.940    9.528   11.187   -7.336   -5.580
    4059    2.121    7.599    9.789  -10.891   -2.006
    4060    3.883    6.687    4.151   -8.064   -2.775
    4061    4.061    5.017    0.212   -2.439   -5.294
    4062    6.472    8.360    0.422   -7.368   -6.879
    4063   11.290    8.832    0.081   -7.121   -5.314
    4064    3.866    6.731    0.032   -9.962   -4.480
    4065    0.453    8.053   -0.253   -8.782   -5.276
    4066    3.846    9.269    0.163   -3.810   -2.920
    4067    3.749    8.638   -1.800   -4.836   -4.541
    4068    6.833    9.822    3.453   -8.765   -2.014
    4069    4.723    7.075    4.809   -8.582   -1.560
    4070    0.869    8.373    3.866   -4.518   -4.142
    4071   -1.274    9.506    6.557   -3.694   -1.183
    4072    3.362    9.427    5.986   -2.087   -3.166
    4073   -0.729    4.998    5.951   -1.771   -0.985
    4074    3.196    5.934    5.566   -3.364    0.795
    4075    0.904    2.891    3.416   -4.140   -1.076
    4076   -1.034    6.506    0.640   -7.209   -4.782
    4077    2.446    5.088    1.683  -12.458   -5.863
    4078    4.457    8.401    1.415   -8.027   -9.218
    4079    2.613    7.040    1.545   -3.879   -7.465
    4080    6.330    4.843   -3.080   -8.599   -4.190
    4081    7.338    5.146    0.115   -9.178   -1.820
    4082    7.456    4.305    3.610  -10.270   -1.992
    4083    3.654    5.509    1.897  -13.050   -4.155
    4084    2.105    5.393    4.137   -8.474   -4.866
    4085    6.297    8.522    6.724   -6.657   -7.283
    4086    9.347    5.684    3.482   -4.285   -7.636
    4087   18.773    8.094    3.537   -6.224   -5.352
    4088   12.987    8.063    2.682   -6.393   -3.516
    4089   14.292    5.504   -0.222   -9.099   -3.523
    4090   12.545    6.568   -2.859   -6.945   -5.579
    4091    8.748    7.355    0.281   -5.303   -3.343
    4092   13.118   10.276    2.390   -8.227   -3.074
    4093    8.984    7.749    5.009   -3.342   -4.278
    4094   13.065    6.313    2.530   -5.104   -7.099
    4095   11.322    6.329    2.247   -2.175   -5.457
    4096    7.933    8.733    7.202   -1.240   -8.998
    4097   14.376    9.805    6.586   -2.125   -7.065
    4098   14.198   12.052    4.681   -4.609   -9.755
    4099   14.862    9.245    3.676   -3.251  -12.199
    4100   16.570    9.585   10.437   -9.742  -10.488
    4101   16.339   11.333    4.021   -6.038  -13.613
    4102   19.047    8.484   -0.496   -9.756  -13.601
    4103   15.697    9.615    5.170   -4.334  -12.851
    4104   18.520    8.803    5.761   -3.678  -10.158
    4105   16.068   10.489    8.058   -5.056  -10.670
    4106   17.862   11.455    9.449   -4.114   -7.273
    4107   11.727    8.396   -0.449   -7.467  -11.308
    4108   10.214   10.473    1.462   -3.280  -11.031
    4109   14.604   10.790    6.057   -5.718  -11.803
    4110   14.073    8.947    4.649   -2.804  -10.970
    4111   21.231   11.820    8.598   -3.496   -8.113
    4112   19.135    8.968    9.264   -7.484   -9.748
    4113   12.643   10.382    5.336   -7.329  -10.854
    4114   21.427   10.062    2.602  -10.077   -9.210
    4115   19.626    9.775    5.176   -6.989  -10.138
    4116   23.650   11.691    8.152   -7.152   -7.579
    4117   17.586    9.253    9.376   -8.536   -6.764
    4118   14.650    9.448    2.574   -5.975   -4.430
    4119   11.288   10.397    7.170  -11.063   -6.111
    4120   12.601   12.680    7.599   -5.404   -7.182
    4121   16.943   11.687    1.636   -7.835   -7.363
    4122   17.519   12.889    6.082   -4.497   -8.116
    4123    8.502    7.757    7.842   -1.356   -4.379
    4124    5.153    7.375   11.304   -4.320   -3.908
    4125    4.740   13.118   13.871   -4.755   -3.873
    4126    6.138   11.021   13.020   -7.022   -1.612
    4127   14.940    9.662   10.467   -9.246   -7.083
    4128   13.302    8.776   17.062   -8.939   -1.637
    4129    9.761    9.439   12.224   -5.199   -7.228
    4130   14.068   12.857    4.228   -3.039   -8.059
    4131    8.211   14.118    4.259   -0.522   -9.395
    4132    9.254   13.641    8.829   -4.722   -3.810
    4133    5.379   10.456    9.685   -4.319   -7.218
    4134   12.433   13.511    6.981   -5.535   -7.819
    4135   15.124   10.770   -1.359   -8.983   -9.739
    4136   18.321   11.032    0.259   -9.730   -8.351
    4137   11.669   10.558    1.542  -10.471   -8.394
    4138   14.784   11.484   -2.347   -7.951   -8.660
    4139   14.385    9.806   -3.639   -8.601   -7.658
    4140   10.258    9.249   -2.822   -7.718   -8.283
    4141    8.062    8.487   -1.120   -5.471  -11.540
    4142    7.228   10.497   -1.673   -4.812  -10.639
    4143    7.040    7.481   -0.460   -9.056   -8.560
    4144    4.413    7.100   -4.243   -7.316  -11.261
    4145   -1.926    7.508    1.886   -0.733   -9.843
    4146    1.215    6.073    2.901   -6.959  -10.490
    4147    8.043    4.130    1.663  -13.216   -5.727
    4148    7.181    7.935    1.475   -9.792   -5.863
    4149    5.038    3.942   -0.982   -9.635   -5.375
    4150    4.526    7.848   -1.197  -10.895   -1.774
    4151    6.413    8.243    0.381  -12.104   -7.127
    4152    7.977   11.593    2.901  -10.043   -3.082
    4153   11.006   10.952    3.713  -13.868   -2.747
    4154   12.172   11.251    5.961   -9.603   -5.547
    4155   18.342   10.277    5.865  -11.079   -2.077
    4156    9.226   10.940    2.758   -5.379   -2.738
    4157   10.181   10.583    4.264   -6.654   -4.280
    4158   16.534    9.892    5.732  -10.452   -6.334
    4159   11.498    5.216   -0.520  -12.608   -6.935
    4160    8.318    9.115    1.823  -12.379   -4.169
    4161   13.872   12.221    3.314  -13.722   -4.456
    4162   15.258   13.019    0.572   -9.846   -5.529
    4163   12.251   11.972    4.668   -8.913   -1.927
    4164    5.631   10.244    1.670   -5.423    1.528
    4165    3.409   10.787    1.375  -10.303   -6.068
    4166    3.639    9.631    1.052   -9.389   -3.854
    4167    6.254    8.499   -3.319   -9.817   -5.767
    4168    8.266    9.220    0.926   -6.442   -5.247
    4169   10.666    6.208    4.062   -9.584   -2.358
    4170   13.076    9.355    6.216   -9.892   -1.325
    4171    8.999   10.888    5.062  -11.043   -6.453
    4172   16.492   15.503    4.890  -10.345   -7.083
    4173   13.353   12.163    9.043  -10.641   -1.251
    4174   12.817   11.102    7.413   -9.969   -0.297
    4175   18.441   12.662    1.239  -11.408   -3.542
    4176   24.347   13.221    4.520  -16.584   -8.657
    4177   19.839    9.281    0.829  -17.564   -8.437
    4178   21.295   13.912    2.802  -15.011   -7.757
    4179   20.710   11.590    4.129  -13.781   -9.076
    4180   15.980   12.897    3.747  -10.106   -4.369
    4181   19.313   14.392    4.719  -11.819   -3.297
    4182   21.868   11.543    1.279  -13.315   -3.858
    4183   18.206   10.667    0.739  -15.944   -7.359
    4184   19.251    9.818   -2.027  -14.201   -6.241
    4185   21.652   13.149    6.722  -13.649   -1.585
    4186   21.319   12.956    7.980  -10.492   -6.720
    4187   20.849   15.145    5.165  -11.940   -2.061
    4188   18.022   11.224    2.671  -10.426   -2.647
    4189   15.217    6.391    3.985  -12.954   -1.124
    4190   12.258    7.264   -3.257   -8.501    0.683
    4191   15.003   11.464    3.267   -8.732   -0.462
    4192   18.218   10.963    3.376   -8.416   -0.345
    4193   15.688   14.609    7.732  -10.322   -3.701
    4194   20.015   15.114    7.883   -9.485   -3.370
    4195   17.938   12.740   10.137  -12.819   -3.605
    4196   11.994    9.566    4.382   -5.858   -3.423
    4197    9.859   12.529    8.868  -11.807   -4.293
    4198   15.220   15.238    7.895   -6.994   -5.016
    4199   16.714   11.034   -1.424   -8.872   -3.467
    4200   13.108   10.928   -3.089   -7.828   -4.925
    4201   13.990   11.973   -6.055   -4.593   -5.798
    4202   17.150   10.244   -4.594  -10.372   -3.689
    4203   17.735    9.744    3.341  -10.041   -7.290
    4204   21.819    9.879    4.717  -14.441   -3.619
    4205   17.757   13.191    7.041  -11.005   -0.740
    4206   16.922   11.305    7.716  -11.142   -0.185
    4207   15.875   10.147    9.545  -14.648   -5.077
    4208   14.698   11.151    9.356  -10.951   -2.954
    4209   19.405   10.565    7.686  -12.465   -0.672
    4210   20.834   14.748    6.449  -12.162   -1.851
    4211   23.347   15.331    9.285  -11.603    0.569
    4212   19.683   13.582    4.003  -11.558   -0.561
    4213   21.163   17.189    8.259  -11.750   -1.861
    4214   23.420   19.230   10.244  -11.730   -1.197
    4215   22.689   14.074    6.450  -12.050   -0.154
    4216   24.903   13.670    2.167  -15.654   -1.928
    4217   24.619   16.294    6.462  -15.664    0.141
    4218   21.358   17.779    6.789   -9.067   -2.247
    4219   19.445   15.188    7.657  -13.581   -1.547
    4220    9.678   15.420   10.756   -7.136    4.118
    4221    8.812   14.896    5.533   -8.444   -2.043
    4222   11.094   13.706    4.566   -8.803   -0.423
    4223   10.939   10.421   10.305   -9.407   -0.829
    4224   10.215   10.482   14.877   -6.293    0.469
    4225   21.569   16.749    8.330  -12.161   -6.541
    4226   17.454   16.656   10.162  -12.542   -4.074
    4227   16.378   14.628    4.085  -11.841   -4.816
    4228   16.519   12.920    5.918  -11.113   -4.071
    4229    7.463    9.552   10.158  -10.522    2.829
    4230   15.143   10.856    4.216  -10.443    3.530
    4231   14.250   12.592    7.461   -9.060   -1.404
    4232   10.206   13.965    9.672   -9.368    3.372
    4233   13.814   12.113   15.528   -8.097    1.019
    4234   14.760   13.416   13.321   -8.866    1.372
    4235   13.150   15.384    9.381   -8.793   -0.717
    4236   16.432   14.682   13.876  -10.697    1.205
    4237   15.252   13.949    8.168   -9.826   -2.621
    4238   12.674   10.586    3.675  -12.201   -5.789
    4239   14.375    9.043   -2.719  -11.693   -5.738
    4240   11.758    9.255   -2.076   -8.601   -5.849
    4241   10.028    9.962   -0.414  -11.278   -6.371
    4242   13.008   11.588    5.432   -9.656   -3.422
    4243   15.165    9.381    1.853  -11.107   -2.385
    4244   11.218    9.954    4.303  -10.992   -3.911
    4245   10.522   10.118   -0.635   -6.897   -4.105
    4246    9.858   12.097    7.257   -9.103   -2.073
    4247    9.868    9.042    5.507  -10.894   -3.825
    4248   10.905    9.075    0.922   -4.545    1.483
    4249   11.467    8.813    0.513   -8.226    0.910
    4250   14.992   11.526    1.588   -6.780   -3.316
    4251    9.021    7.390    1.301   -6.690   -5.434
    4252    6.939    6.603    0.592   -5.682   -0.267
    4253    6.247   11.251   -1.259   -4.741   -0.807
    4254    5.923   11.110    1.770   -6.253   -2.631
    4255    8.078   10.443   -3.496   -8.395   -2.110
    4256   11.399    9.230   -1.825   -5.295    1.528
    4257   11.393   10.949    1.334   -8.643   -0.020
    4258    8.222   10.821    1.294   -4.952   -3.782
    4259    9.982    9.596    0.248   -5.752   -6.145
    4260    4.329    5.426   -2.028   -8.147   -1.350
    4261    2.698    7.742    0.342   -4.734   -0.991
    4262    8.585   10.821    0.627   -7.086   -3.036
    4263    9.141    7.777   -0.614  -11.518   -4.362
    4264    6.030    7.552   -1.262   -8.275   -4.060
    4265    2.681    6.116   -6.009   -9.962   -3.923
    4266    3.352    8.364   -2.024   -5.843   -4.948
    4267    0.771    6.642   -6.294   -5.548   -2.999
    4268    5.805   10.715   -4.737   -4.161   -3.704
    4269   -2.076    8.175    1.745   -3.115   -3.539
    4270   -2.540    7.677   -1.809   -4.145   -3.208
    4271   -3.838   10.367    2.793   -2.201   -4.834
    4272   -2.662    9.923   -5.183   -1.215   -4.622
    4273   -7.709    9.657   -4.869    0.044   -0.689
    4274   -8.583    9.662   -1.102    0.623   -2.798
    4275   -4.268    7.787   -3.266   -0.051   -0.029
    4276    4.263   10.904   -1.060   -3.023   -3.140
    4277    0.639   11.601    5.052   -2.761   -2.278
    4278    1.375    9.845   -0.645   -1.667   -6.603
    4279    1.964   10.015   -1.320   -2.226   -2.359
    4280    3.740   11.163   -3.110    0.538   -2.845
    4281   -1.770    9.578    2.905    1.504   -0.511
    4282    0.974   10.581    1.095    1.172   -5.593
    4283    4.306    8.926   -1.542   -2.105   -3.859
    4284   -1.035    6.800   -0.296   -1.339   -4.429
    4285    3.657    9.285   -0.072   -0.116   -7.498
    4286    9.525   12.474   -5.925   -3.544   -7.873
    4287   12.094   12.458   -4.455   -3.460   -7.229
    4288    3.717    9.243   -5.573   -4.228   -8.420
    4289   -0.480    8.439   -6.203   -6.028   -5.524
    4290    5.772    8.888   -7.561   -7.252   -3.213
    4291    0.810    8.491  -10.581   -2.297   -4.441
    4292    6.754    9.464   -3.417   -6.587   -8.130
    4293    5.581    7.850   -6.172   -4.220   -6.766
    4294    6.231   10.758   -1.643   -5.199   -3.888
    4295   -2.083   11.835    2.126   -6.213   -5.424
    4296   -3.051   11.366    0.101   -6.029    0.065
    4297    2.066   12.132    5.993   -5.722   -1.098
    4298    2.787   10.860    2.139   -5.154   -4.948
    4299    7.601    8.587   -6.870   -4.702   -8.641
    4300    7.281   11.543   -1.740   -6.888   -9.661
    4301    7.245   11.181    0.806   -3.793   -6.616
    4302   13.846   15.096    2.994   -8.310   -5.417
    4303    3.548    9.379    0.882   -7.464   -7.969
    4304    6.935   12.585   -2.449   -2.575   -6.309
    4305    5.786    9.474   -2.792   -2.985   -3.293
    4306    4.373   11.052    1.908   -3.872   -3.987
    4307   -1.504    8.964    1.077   -2.971   -4.949
    4308   -5.893   13.013   -0.077   -2.004   -4.626
    4309   -8.578   10.584   -4.101   -1.139   -6.263
    4310  -14.335    9.625   -9.486   -1.711   -5.779
    4311   -3.391   11.406   -8.600   -1.605   -3.303
    4312   -2.155    9.044   -0.770   -0.665   -4.439
    4313   -6.576   12.332    6.210    0.467   -1.134
    4314   -3.110   11.801    3.560    0.891   -1.153
    4315   -5.638   10.629    2.380   -1.572   -1.983
    4316   -1.665    9.193    3.632   -5.168   -8.881
    4317   -0.391    8.204    2.757   -6.847   -5.442
    4318    0.316   12.887    2.776   -2.173   -6.313
    4319    2.182   10.414    4.515   -1.484   -8.937
    4320   -3.250    7.402    1.420   -3.830   -6.251
    4321   -7.421    7.974   -0.249   -2.521   -8.474
    4322   -8.230   10.818    4.931    0.280   -3.200
    4323   -5.755   13.350    0.624    0.677   -3.279
    4324   -7.850    8.301   -0.347   -3.152   -4.712
    4325   -2.841    9.115   -1.439   -2.530   -3.850
    4326   -2.508    8.893   -5.212   -3.019   -0.035
    4327    3.672    7.905   -5.914   -4.441   -7.829
    4328    5.360   10.412    0.089   -7.873   -3.507
    4329    3.871   12.234    4.636   -3.949   -1.207
    4330    2.191   12.991    4.403   -4.145   -4.526
    4331    5.567   12.097    3.565   -2.212   -6.256
    4332    1.446   11.530    4.485   -1.916   -3.613
    4333    6.028   14.248    1.531   -3.555   -7.772
    4334    4.866   10.515    3.944   -6.561   -6.665
    4335    0.083    9.279    3.669   -3.930   -5.386
    4336    1.402    9.683    6.766   -2.654   -5.084
    4337    0.507   10.963    6.750   -2.620   -3.878
    4338   -5.574    7.658    8.566   -2.706   -0.250
    4339   -4.735    7.726    8.640   -4.339   -3.945
    4340   -3.001    6.641    1.302   -1.608   -5.091
    4341   -0.398    9.544    1.488   -3.078   -7.771
    4342    0.942    7.491    1.853   -1.723   -7.488
    4343    1.671   10.668    0.558   -2.006   -5.716
    4344   -3.046    8.500   -6.363   -0.233   -8.828
    4345   -4.499    2.152   -6.947   -2.182   -7.301
    4346   -9.651    6.257   -5.059   -0.285  -10.616
    4347   -8.543    6.792  -11.276    2.043   -8.076
    4348    2.089    8.458   -3.748   -0.910   -6.942
    4349   -0.786    7.645   -3.250   -3.707   -9.642
    4350    0.852   10.064   -0.422   -4.040   -7.518
    4351    0.591   14.171    2.014    0.744  -11.997
    4352   -3.367   10.043    0.826   -0.361   -9.643
    4353    1.787   11.440    1.318   -3.872   -4.757
    4354   -0.455   14.994    2.495   -1.476   -8.599
    4355   -5.076   15.357    2.548   -0.736   -5.880
    4356   -1.209   14.708    1.288    1.036   -4.540
    4357   -5.086   14.700    3.297   -1.849   -7.480
    4358   -2.358   12.747    1.667   -5.132   -5.220
    4359   -0.832   14.171    6.046   -3.322   -4.600
    4360   -8.862   12.624    4.523   -2.094   -7.370
    4361   -6.195   14.335    2.347    3.701   -4.387
    4362   -2.450   16.385    7.380    3.372   -5.889
    4363   -1.467   12.516   11.516    3.198    0.393
    4364   -7.205   14.228   11.667    3.594   -0.935
    4365   -8.739   12.170   10.129    4.277   -3.414
    4366  -14.387    8.841    3.830   -0.836   -7.629
    4367   -7.160   10.166    4.391   -2.089   -8.672
    4368   -5.873    9.458   -1.229   -4.000  -10.086
    4369  -12.675    2.920   -2.742   -1.996   -2.779
    4370   -5.759    9.512    1.849   -1.670   -6.679
    4371   -4.195   13.687    4.853   -3.541   -3.420
    4372   -4.933   11.829    5.149   -0.096   -6.619
    4373   -9.013   10.985    7.876    0.923   -4.332
    4374   -5.821    9.253    4.900   -5.321   -4.748
    4375   -3.731    9.310    1.159   -2.943   -1.481
    4376   -5.530    9.073   -4.001   -4.362   -3.497
    4377  -10.519    5.918   -5.243   -2.767   -9.111
    4378  -11.740   12.113   -2.409   -1.251   -9.442
    4379  -11.903    5.461   -2.201    2.161   -5.826
    4380  -14.573    7.352   -3.440    4.399   -5.395
    4381  -13.670    7.652    5.777   -1.060   -3.505
    4382   -8.544    7.453    6.418    0.710   -7.778
    4383   -6.808    4.464    8.174   -2.425   -7.831
    4384   -6.241    8.943    8.327    3.473   -8.235
    4385   -5.778    6.230    8.022   -0.667   -1.392
    4386   -5.649    9.451    8.212   -1.009   -4.754
    4387   -4.654   10.142   12.203   -0.875   -4.071
    4388   -9.922    7.606   11.154    3.605   -5.134
    4389   -4.798    8.983    7.848   -1.146   -4.248
    4390   -5.107    6.081    2.302   -4.997   -2.323
    4391    0.138   11.557    6.971   -6.494   -2.219
    4392    1.926   12.101    1.062   -9.115   -4.641
    4393   -0.754   11.106    0.364   -8.636   -6.155
    4394    2.346   11.190    4.213   -9.149   -3.541
    4395    2.266   12.792    4.283   -8.582   -3.858
    4396   -1.392   11.212    1.916   -5.482   -3.791
    4397    1.133   11.726    6.714  -10.202   -5.076
    4398   -7.826   10.565    7.287   -5.676   -2.101
    4399   -6.958   15.597    6.562   -1.153   -2.929
    4400  -10.274   12.509   10.076   -3.588   -0.983
    4401   -6.013   10.757   12.126   -6.059    0.331
    4402    1.278   12.072   11.150   -3.790   -5.382
    4403   -6.336   11.971   16.247   -5.518   -4.142
    4404   -3.977   12.045    9.522   -7.456   -1.361
    4405   -2.932   11.603   13.867   -9.180   -2.001
    4406   -4.283    8.935    9.655  -12.272   -1.451
    4407    4.208   10.855    8.377   -9.037   -3.563
    4408   -3.454   12.151    8.205   -8.279   -3.006
    4409  -11.525    9.359    1.314   -7.044   -3.315
    4410   -6.104    7.606    0.645  -11.318   -2.381
    4411   -3.474   11.407    8.606   -5.223    1.725
    4412    0.616   14.460    5.601   -4.753   -1.154
    4413   -7.674   10.852    7.856   -5.038   -3.161
    4414   -1.577   10.082    9.069   -6.934   -3.914
    4415  -10.166    9.613   11.523   -4.151   -2.126
    4416  -10.277    5.005   14.536   -3.669   -4.709
    4417  -11.694    6.773   13.979   -0.632    1.737
    4418   -8.352    8.903   14.917   -4.710   -1.821
    4419   -3.482    8.279   15.501   -0.327   -0.485
    4420   -2.564    8.470   19.781   -1.878    0.914
    4421   -0.073   12.408   19.037   -2.059   -1.944
    4422   -2.812   12.883   20.922   -5.341    0.791
    4423   -2.221    9.266   14.907   -0.955   -0.898
    4424   -6.416    8.080   16.879   -1.961   -3.634
    4425   -5.446    6.993   20.018   -1.204   -4.658
    4426   -6.961    7.360   22.871   -2.047    1.443
    4427   -6.507   11.469   10.672    3.028   -3.243
    4428   -0.085    8.449    9.956   -5.603   -5.833
    4429   -3.147    7.703    5.321   -5.003   -3.015
    4430   -5.214    7.426    8.479   -1.182   -1.836
    4431  -10.699    9.073   11.105   -3.738   -0.835
    4432  -13.815    7.981    9.820   -1.468   -3.109
    4433   -9.285    9.437    7.097    2.848   -2.255
    4434   -3.945   11.106    8.565    1.636   -4.234
    4435   -6.289    9.473    3.818   -0.573   -8.189
    4436   -2.453    7.020    5.661   -3.310   -4.284
    4437   -8.846    3.304   -2.512   -3.539   -9.812
    4438   -5.357    3.313   -3.056   -2.001   -3.508
    4439   -2.920    3.743   -2.825   -3.437   -2.165
    4440   -8.158    5.908   -3.690   -3.219   -4.050
    4441   -5.431    5.993   -1.303   -2.700   -1.667
    4442   -8.435    9.011   -2.150   -1.912   -0.399
    4443   -8.448    8.432    2.233   -4.931    0.801
    4444   -5.445    9.043   -0.571   -0.274   -5.255
    4445  -12.477    5.651   -2.121   -2.202   -5.874
    4446  -12.610   10.882    0.790   -2.514   -0.376
    4447  -14.655    8.973   -1.420   -2.604   -2.301
    4448  -13.436    9.740    0.635   -3.663   -3.187
    4449   -8.116    6.258   -2.051   -5.089   -1.546
    4450  -10.208    6.649    0.744   -5.769    0.740
    4451   -5.254    7.910    0.377   -4.078   -3.769
    4452  -12.486    1.908   -3.476   -3.371   -0.853
    4453   -5.256    2.406   -3.184   -7.980   -2.264
    4454   -1.598    3.076    0.170   -6.247   -0.123
    4455  -12.060    3.768    3.389   -4.029   -2.689
    4456   -7.288    5.291    0.794   -1.136   -4.013
    4457   -5.502    4.938    3.137   -1.717   -6.538
    4458   -4.832    2.992    2.065   -4.035   -3.202
    4459   -2.140    7.232    2.942   -2.732   -6.427
    4460   -9.441    8.639    8.005   -1.942   -3.935
    4461  -10.648    5.488    0.751    0.214   -6.550
    4462   -6.307    8.800    0.794   -0.234   -8.039
    4463   -2.112    6.011    1.983    1.122   -8.158
    4464   -5.372    7.489    1.695   -4.554   -2.357
    4465   -5.161    7.606    0.643   -0.354   -4.149
    4466   -4.785    6.487    3.625   -1.300   -4.851
    4467   -3.093    7.079    2.535   -2.631   -3.614
    4468    2.649    6.356    0.646   -5.779   -6.254
    4469   -7.335    3.759    1.814   -3.797    2.743
    4470   -8.841    9.149    2.064    0.415   -0.724
    4471   -8.920    6.534    0.504    1.304   -0.235
    4472   -3.312    6.769    0.534   -3.596   -3.879
    4473  -13.324    4.864   -2.317   -9.184    0.553
    4474  -10.173    7.117   -5.446   -3.231   -2.006
    4475   -8.769    8.854   -5.150   -0.910   -3.266
    4476  -10.207    6.599   -3.185   -2.199   -4.835
    4477  -10.432    5.574   -2.790    0.577   -7.571
    4478   -5.888    6.153   -0.791   -2.306   -5.556
    4479   -7.800    6.000    0.116   -5.110   -4.387
    4480   -5.220    5.369    5.315   -0.624   -0.546
    4481   -3.717    8.738    5.669   -3.607   -5.173
    4482   -6.200    6.273   -4.234    0.233   -5.094
    4483   -7.972    2.391   -4.186    0.684   -6.614
    4484   -3.587    2.043   -2.315    1.893   -9.042
    4485   -2.496    6.056    2.311   -0.623   -5.648
    4486   -3.381    6.581    0.449    0.003   -5.546
    4487   -5.714    6.645    4.992    1.614   -2.718
    4488   -9.027    5.302    1.656    4.350   -4.730
    4489  -11.995    3.886    2.650    1.695   -3.469
    4490  -12.372    2.001   -0.803   -4.609   -6.823
    4491  -19.944    5.720    7.162   -0.519   -5.802
    4492  -13.637    4.142    4.103   -1.547   -7.397
    4493   -8.925    8.965    4.042    2.165   -7.488
    4494   -6.667    3.484   -2.748   -3.797   -5.102
    4495   -4.693    5.383   -3.134   -0.081   -5.294
    4496   -8.771    5.278    0.101    0.940   -3.417
    4497   -9.061    0.872   -1.787    0.682   -5.110
    4498   -8.636    5.018    3.731    1.121   -4.912
    4499  -13.905    3.547   -3.197    2.823   -5.930
    4500  -10.299    2.814   -1.320    1.872   -1.465
    4501   -8.002    3.345    0.461    1.380   -2.884
    4502  -12.804    1.573   -0.014    1.271   -2.658
    4503  -18.042   -2.713    5.125    0.165   -3.670
    4504  -11.344    1.848    0.653    1.870   -5.654
    4505   -8.434    2.250    1.041    1.801   -6.078
    4506   -5.225    2.866    2.274    0.297   -4.179
    4507   -1.785    5.961    4.751    0.393  -10.140
    4508   -1.775    4.048    5.152   -1.249   -5.279
    4509   -1.587    6.622    1.685   -1.858   -6.190
    4510   -3.272    3.689    2.419   -4.592   -3.997
    4511   -6.856    2.976    2.836    4.607   -1.822
    4512   -9.533    4.428    3.340   -3.418   -2.106
    4513   -5.871    6.795    2.110   -3.460    1.371
    4514   -2.524    8.060    2.388   -5.994    1.544
    4515   -1.774    6.084    4.362   -6.053    0.986
    4516    1.314    7.040    3.369   -5.650    0.947
    4517   -0.191    8.851    6.142   -3.883   -0.681
    4518    0.560   11.045    6.706   -4.886    1.966
    4519   -2.542    7.780   11.902   -4.804    1.783
    4520  -10.030    7.944    9.496   -4.358    2.808
    4521  -13.322    6.669    7.363   -2.818   -0.458
    4522  -13.676    5.869    9.553   -1.138   -1.147
    4523  -12.860    7.804   15.250   -1.883   -1.616
    4524  -11.471    7.265   13.892   -1.494   -2.989
    4525   -6.276    4.317    7.644   -1.586   -3.033
    4526   -6.775    5.227    8.878   -3.717   -1.771
    4527    0.511    7.950    9.796   -5.128   -4.705
    4528    0.162    4.959    8.610   -3.496   -1.968
    4529   -0.663    7.367    9.728   -4.115   -3.340
    4530    8.169    8.646    9.790   -3.404   -6.062
    4531    5.292    9.181    7.858   -5.703   -2.884
    4532    0.486   10.633    6.916   -3.289   -2.904
    4533    0.269    8.159    2.675   -3.352   -3.499
    4534    2.466    6.153   -3.642   -5.121   -2.947
    4535    6.175    4.315    1.661   -8.196   -1.390
    4536    6.356    5.869    6.164   -5.135   -2.986
    4537    0.512    3.384    4.450    0.886   -5.210
    4538    0.851    1.478    3.325   -4.441   -2.405
    4539    0.461    5.115    4.956   -3.851   -2.954
    4540   -0.977    9.868    5.719   -2.773   -0.100
    4541   -3.747    5.399    6.202   -5.680   -0.609
    4542   -4.629    4.554    4.914   -2.680   -2.034
    4543   -2.012    7.717    3.410   -0.780   -4.283
    4544   -8.114    3.670    1.294    1.503   -3.841
