#Frame      Mode1    Mode2    Mode3    Mode4    Mode5
    3645    4.670    1.866    3.564    1.958   -0.516
    3646    7.245    1.411    2.498   -1.751    4.449
    3647    3.927    0.471    3.726    5.373    3.105
    3648    7.489    2.694    5.234    1.921    4.101
    3649    9.253    2.871    5.026    8.124    4.815
    3650    4.953   -1.410    5.546    3.301    3.256
    3651    4.774   -1.210    3.523    5.898    7.167
    3652    7.519    1.206    1.928    0.531    1.042
    3653    4.369   -0.677    3.655    1.270    2.140
    3654    6.146    3.754    3.158    1.831    2.776
    3655    8.244    6.627    1.282    1.354    4.032
    3656    7.104    4.155    6.976    1.398    2.652
    3657    6.084    5.825   -0.682    2.282    5.728
    3658    3.775    4.338    3.858    4.839    3.189
    3659    3.420    3.180    2.559    5.662    4.005
    3660    2.889    1.540    4.073    3.827    3.646
    3661   -0.558   -0.835    4.695   11.983    2.647
    3662    1.464    0.785    6.918   13.295    2.579
    3663    2.422   -2.625    8.182    3.361   -0.208
    3664    3.106    1.249    4.192    5.813    3.223
    3665    5.762    3.208    4.643   -1.163    5.056
    3666    9.649    5.445    5.957   -0.098    6.573
    3667    4.441    0.248    4.154    0.161    4.051
    3668    2.334   -3.915    4.482   -3.605    4.352
    3669    5.510   -1.367    8.838    1.395    1.408
    3670    3.551   -4.693    7.025    1.408    0.198
    3671    5.555   -3.268    5.472   -2.906    0.321
    3672    4.222    0.175    1.094    2.878    6.225
    3673    2.852   -2.287    8.571    1.815   -3.174
    3674    0.264   -3.121    8.514    2.150   -0.055
    3675    3.762   -3.050    4.932    5.275    5.986
    3676    1.600    0.591    4.599    7.477    3.281
    3677    5.071    4.157    6.227   11.963    5.948
    3678    3.002    2.398   10.311    9.782    3.933
    3679    2.931   -0.578    2.573    5.745    3.296
    3680    7.676    4.283    5.519    3.982   -0.153
    3681    5.878    9.784    6.557    6.039    4.631
    3682    9.085    1.385    5.264    0.356    1.370
    3683   10.050    5.730    2.090   -5.820    6.296
    3684   11.351    4.492    1.186   -7.099    9.070
    3685    7.973    5.963    4.212   -0.828    7.936
    3686    8.677    3.346    5.445   -0.231    6.600
    3687    6.253    2.812    4.755   -0.406    4.088
    3688    6.903    3.136    3.677    0.311    4.352
    3689    6.485    6.149    5.892    1.986    4.242
    3690    4.773    2.830    6.738    4.138    3.594
    3691    4.252    4.441    2.899   -0.848    9.705
    3692    7.378    1.861    4.110   -0.629   12.561
    3693    4.856    0.367    3.850   -0.353   10.623
    3694    4.642    1.103    5.480    2.189    4.865
    3695    7.466    0.593    6.948    0.407    0.820
    3696    7.364    1.679    5.790    2.713    1.722
    3697    5.176    4.415    6.904    3.539    0.160
    3698    5.216    2.501    4.190    0.798    2.270
    3699    5.999    2.294    3.008   -1.908    2.139
    3700    4.673   -4.801    3.137   -0.845    3.921
    3701    5.714    0.511    5.210    2.110    4.722
    3702    5.660    1.657    7.605    7.744    1.326
    3703    5.888    2.970    3.358    2.389    5.298
    3704    1.903   -1.719    2.648    8.591    3.148
    3705    6.256   -1.139    4.621    1.620    0.189
    3706    3.158   -1.630    3.832    8.626    0.618
    3707    3.277    2.505    2.997    0.050    3.034
    3708    2.544   -1.221    6.702    5.839   -0.142
    3709    8.879    3.258    5.788    8.118   -0.620
    3710    3.054   -1.836    8.475    8.764   -2.404
    3711    3.991   -0.250    6.866    9.413   -0.162
    3712    5.311   -0.739    3.835    8.871    1.369
    3713    1.898   -1.068    5.853   11.122    5.416
    3714    2.971   -1.496    5.835    8.697    1.821
    3715   -0.274   -4.626    4.696   11.222   -0.853
    3716   -0.899   -1.771    3.726    7.454    1.060
    3717    3.739    1.189    6.164   10.569   -1.137
    3718    5.599    1.048    3.845   14.370    0.931
    3719    2.696    2.092    5.717    1.975   -0.960
    3720    2.091   -4.500    5.238    7.071    2.777
    3721    3.271   -4.726    5.808    0.046   -2.496
    3722    6.376   -3.114    1.616    3.722    3.326
    3723    3.695   -1.974    3.254    1.531    0.594
    3724    4.801   -2.710    4.909    5.382    0.535
    3725    5.343   -3.976    2.521    3.228    3.537
    3726    5.488    0.260    1.668    5.793    5.023
    3727    3.838   -1.342    3.830    2.187    0.526
    3728    4.262   -0.816    2.539    3.019    4.571
    3729    4.000   -2.758    4.786    3.055    2.763
    3730    2.812   -5.360    4.950    5.062    1.940
    3731    3.745   -5.339    2.838    4.952    3.094
    3732    2.594   -5.434    2.889   -4.382    9.339
    3733    5.827   -3.961    1.969   -0.803    6.378
    3734    6.284   -3.767   -0.428   -0.887    7.189
    3735    1.599   -3.341    1.918    2.614    7.667
    3736    3.169   -8.485    1.559   -0.258    4.334
    3737    2.267   -3.988    2.887   -0.650   -0.335
    3738    3.268   -1.966    3.472    1.412    0.796
    3739    2.214   -6.336    5.051   -1.413   -1.321
    3740    3.182   -3.987    3.000   -2.534    3.428
    3741    0.841   -6.645    2.544   -3.155    2.036
    3742    1.343   -5.539    5.233   -3.196    5.153
    3743   -2.451   -4.577    1.384   -4.331    6.600
    3744    1.093    0.536    1.209    0.262    8.105
    3745    3.959   -1.875    1.443   -4.233    6.126
    3746    8.818    3.302    1.675   -3.607   10.329
    3747    2.918    0.797    4.883    3.973   10.308
    3748    5.006    0.334    2.139    1.579    7.555
    3749    4.440    3.296    0.647   -3.502    9.563
    3750    3.976    3.043    3.807    1.089    5.782
    3751    7.433    3.861    2.816   -2.333    1.803
    3752    4.101    2.699    0.648   -5.006    2.184
    3753    6.875    2.659    3.934   -3.972    0.602
    3754    6.631   -0.350    2.004   -0.952    1.208
    3755    5.162    1.573    2.542   -2.655    0.265
    3756    3.689    1.591    5.625   -0.917   -1.183
    3757    8.818    3.064    3.516   -5.505   -0.317
    3758    5.086    7.452    3.324    1.111    0.166
    3759    4.823    2.444    4.464   -5.366    4.545
    3760    3.414    0.470    3.983   -0.364   -1.064
    3761    0.712   -0.729    3.546   -1.233   -0.201
    3762    7.795    2.859    4.567   -3.704    1.847
    3763    2.295   -5.315    2.976   -5.653    6.621
    3764    8.133    1.073   -0.764   -8.877    4.144
    3765    7.192    1.228    3.369   -6.807    5.692
    3766   10.223    1.871    3.257   -6.429    5.802
    3767    6.589   -0.268    3.658   -1.619    4.997
    3768    6.110   -1.552    4.761    4.680    4.668
    3769    8.683   -0.216    3.447    1.097   -0.409
    3770    4.779    4.661    6.360    4.935    0.290
    3771    4.759    2.013    3.423   -1.148   -2.615
    3772    4.666    6.696    6.065    0.651    2.951
    3773    3.123    2.968    2.061   -3.490    4.980
    3774    3.900   -0.415    4.267   -0.354    4.973
    3775    5.727   -1.865    5.185   -0.771    5.852
    3776    8.373    2.991    2.380   -0.540    3.800
    3777    7.591    1.994    3.869   -0.097    3.091
    3778    6.924    1.279    2.938   -1.231    4.330
    3779    3.348   -0.302    2.728   -2.946    5.016
    3780   10.747    4.850    6.036   -3.033    5.066
    3781    7.845    2.355    4.900   -0.040    5.131
    3782    6.641   -1.266    5.722   -1.081    0.543
    3783    6.523   -2.036    0.856   -3.401   -1.144
    3784    9.820   -0.835    1.464   -2.271    4.612
    3785    8.639    1.613    5.022    6.642    8.523
    3786    5.949   -0.867    6.437   -0.317    3.628
    3787    9.610    2.058    1.452   -4.751    4.131
    3788    5.730    0.751    5.177   -1.989    5.674
    3789    5.586   -1.369    3.486   -3.713    1.099
    3790    6.536   -1.344    3.816   -2.107    5.270
    3791    6.267   -4.578    4.645   -2.287    3.291
    3792    5.864   -5.304    6.571   -5.964    1.313
    3793    7.006    0.515    5.495   -7.860    3.734
    3794    8.196    2.041    5.488   -0.574    3.557
    3795    8.319    5.362    7.961    3.155   -4.432
    3796    9.229    4.894    4.997   -0.143   -0.133
    3797    6.679    1.787    4.501    2.754    2.013
    3798    9.099    4.534    3.611   -5.494    3.781
    3799    8.207    4.654    3.355   -6.701    3.051
    3800    8.476    3.669    6.329    2.845    5.351
    3801   10.160    2.341    7.544    6.033    3.836
    3802    7.876    0.043    6.094    2.198    0.416
    3803    8.493   -0.431    6.828   -2.700    3.268
    3804    7.324    2.245    4.676   -2.007    1.931
    3805   10.004   -1.898    2.014   -3.658    1.961
    3806    7.371    2.534    0.263   -1.809    7.849
    3807    8.699   -2.295    3.374   -4.893    6.020
    3808    7.535    1.403    3.178   -3.283    5.627
    3809    9.195    3.175    0.870   -7.931    5.327
    3810    8.278    0.999    3.306   -2.920    4.629
    3811    7.966   -3.875   -0.009   -5.787    5.934
    3812    8.641   -1.618    1.664   -8.452    7.180
    3813    8.975   -1.407    0.530   -6.813    2.882
    3814    6.899   -4.417    5.045   -1.152    3.301
    3815    4.625   -3.936    1.444   -0.993    4.397
    3816    9.115   -1.600    0.292   -5.199    3.153
    3817    3.142   -1.803    4.770    3.561   -1.362
    3818    5.872   -0.171    2.559    0.871    0.614
    3819    4.164   -1.753    1.837   -1.101    1.754
    3820    7.619   -1.393    7.793    2.376    0.004
    3821    6.276    0.298    4.274   -0.882    4.110
    3822    5.787   -4.058    2.328   -1.434    4.811
    3823    6.635    4.491    4.307    2.472    5.183
    3824    8.123    2.295    3.699    3.059    4.734
    3825    6.602    0.364    7.121    1.545    0.436
    3826    6.944   -4.603    9.358   -1.724   -0.196
    3827   10.609   -0.347    7.119   -2.421   -0.600
    3828    7.527   -3.895    4.298   -5.996   -1.877
    3829    8.012    2.852    8.939   -4.474   -2.864
    3830    4.769   -4.931    9.679    0.516   -9.249
    3831    4.005   -5.808    5.851   -4.027   -0.674
    3832    4.001   -4.603    3.487   -6.713    4.627
    3833    4.211   -3.020    4.007   -2.319    2.943
    3834    7.946    0.272    5.360   -1.729    3.937
    3835    6.009   -3.039    5.570    0.714    4.785
    3836    6.973   -3.193    4.840   -5.158    4.574
    3837    6.960   -2.761    3.336   -2.293    5.193
    3838   10.528    0.097    3.767   -7.213    4.290
    3839    6.214    2.020    1.525   -6.698    3.005
    3840    5.761   -2.159    2.917   -8.090    8.733
    3841    4.760   -5.667    3.512   -1.288   -0.580
    3842    4.825   -0.884    6.784   -4.721   -0.613
    3843    8.558   -0.382    5.654   -3.282   -0.066
    3844    8.209    0.652    5.962   -3.329   -0.142
    3845    8.695   -2.483    3.849   -6.274    7.756
    3846    8.041    0.602    4.327   -1.075    5.106
    3847    7.068   -2.146    8.077   -2.765    3.754
    3848    8.627   -0.989    6.892   -5.100   -1.112
    3849    6.436    0.134    5.729    0.538    7.352
    3850    7.081   -3.315    3.556   -2.319    6.126
    3851    6.933   -3.057    8.239   -1.415   -2.973
    3852    6.490   -3.564    7.923   -3.810   -0.310
    3853    7.500   -3.365    8.761   -6.002    0.216
    3854    7.308   -0.118    8.912    0.347    0.526
    3855    7.574   -3.793    8.983   -5.977   -1.213
    3856    6.059   -2.074    9.622   -3.963   -4.000
    3857    6.616   -3.790    4.499   -4.757   -0.928
    3858    9.576    0.084    5.923   -1.918    0.018
    3859    5.347   -4.234    3.556   -4.390    2.942
    3860    5.642   -4.519    8.111   -3.279   -0.051
    3861    8.015   -5.885    5.733   -2.031    0.902
    3862    8.219   -2.272    6.420   -1.785   -1.858
    3863    5.906    0.843    4.882   -2.014    4.203
    3864   10.051   -3.646    3.877   -5.645    2.301
    3865    8.962   -1.788    9.059   -9.520   -2.131
    3866   12.868   -2.027    7.609   -5.198   -1.638
    3867   10.494    0.048    5.258   -4.401    2.461
    3868   10.219    0.981    7.067    2.526    1.431
    3869    9.482   -1.152    2.771   -1.312    1.389
    3870    4.843   -0.060    3.669    1.356    1.854
    3871    4.450   -2.506    2.105   -3.689   -0.141
    3872    4.550   -1.387    4.779   -3.313   -1.977
    3873    4.273   -3.934    7.077   -1.183    2.109
    3874    5.615   -2.864   11.097    6.876   -2.559
    3875    6.521   -1.525    5.380    2.577    0.060
    3876    4.714   -0.229    3.283    4.471    0.770
    3877    5.888    1.515    5.168    2.670    5.546
    3878    3.512   -0.568    5.969    3.617    6.714
    3879    3.268   -0.238    3.448    2.638    6.433
    3880    4.273    2.206    5.125   -1.534    6.725
    3881    4.316    5.123    6.801    3.851    4.323
    3882    9.753   -2.184    7.670    0.299    0.312
    3883    5.297   -1.266    5.057    3.522    2.218
    3884    6.069   -2.823    2.464   -0.328    4.370
    3885    4.981   -4.265    4.764   -0.447    5.464
    3886    6.855   -2.574    6.078    1.443    5.361
    3887    7.605   -2.352    3.239   -4.771    1.406
    3888    6.472   -2.600    4.712   -0.983   -4.011
    3889    7.442   -3.976    7.397   -3.540   -6.688
    3890    7.493   -5.300    6.918   -2.534    0.445
    3891    7.992   -5.287    7.249   -0.270   -3.330
    3892    5.699   -9.977    2.921   -4.974   -7.326
    3893    6.236   -5.273    4.217   -3.576    0.872
    3894    7.098   -5.316    2.834   -4.355    0.917
    3895   11.042   -2.626    4.300   -5.659   -3.103
    3896    4.402   -9.017    5.563   -6.013   -8.382
    3897    7.794   -6.855    6.258   -6.122   -4.992
    3898    8.242   -5.581    2.920   -7.797   -0.308
    3899    7.097   -3.026    2.566   -6.793    3.419
    3900    6.880   -3.394    4.315   -4.465    4.608
    3901    3.707   -2.416    2.591    0.945    5.908
    3902    7.449   -1.685    2.592    1.419    5.758
    3903   10.972    0.345    5.968   -4.353    1.154
    3904    4.327    0.213    6.706   -1.440    2.957
    3905    6.612   -1.264    3.916   -0.791    4.737
    3906    5.172   -3.601    7.824   -3.301   -1.985
    3907    6.928   -1.698    6.226   -4.486    3.046
    3908    5.362   -5.477   -0.375   -0.468   -0.107
    3909    8.663   -0.852    6.989   -0.446   -2.814
    3910    6.263    0.184    6.337   -0.087    0.067
    3911    6.642   -1.746    4.217   -0.749   -0.862
    3912    8.327   -4.388    2.981   -1.129    0.799
    3913    5.057   -3.902    3.681    1.316    1.011
    3914    3.824   -4.730    6.090    6.781    3.120
    3915    1.241   -6.557    6.580    6.445   -1.439
    3916    5.574   -4.720    4.065   -0.348    1.659
    3917    6.769    0.708    3.824    3.116    6.662
    3918    6.768    0.150    1.027   -2.560    5.386
    3919    8.050    3.331    2.474   -5.494    6.040
    3920    5.987   -1.123    5.772   -3.027    3.430
    3921    9.531    6.471    4.798   -0.386    4.556
    3922    9.208    4.710    4.485   -0.385    1.175
    3923    4.741    3.849    5.215   -0.314    1.334
    3924    7.228   -0.600    7.927   -1.397    4.124
    3925    6.216    1.083    4.109    4.615    5.869
    3926    8.343    4.700    3.808   -0.630    3.247
    3927    7.536   -0.589    4.962   -0.729    4.552
    3928   10.128    2.118    1.997    0.659    6.837
    3929    5.516   -0.379    4.150    2.070    2.040
    3930    6.135    2.695    4.759   -1.687    0.822
    3931    8.284    1.581    5.934    2.283    2.443
    3932    4.572   -4.877    3.080   -1.264   -1.280
    3933    6.945    1.058    3.792    0.283   -1.030
    3934    8.255   -3.806    1.052   -6.198    5.384
    3935    5.937   -3.454    5.192   -2.536    1.032
    3936    8.311    0.009    1.902   -5.542    2.905
    3937    6.154   -0.835    2.533   -2.239    5.603
    3938    6.879   -2.038    5.370   -4.077   -0.851
    3939    6.410   -5.109    5.003    0.136    0.415
    3940    6.705   -4.710    6.376   -3.408   -2.912
    3941    4.997   -7.894    5.155    1.297    3.642
    3942    8.855   -4.247    6.568   -2.446    0.479
    3943    3.146   -2.879    5.574    1.199   -2.250
    3944    5.385   -8.826    6.152   -1.009    2.664
    3945    5.279   -7.580    6.855    2.300   -0.254
    3946    8.381   -2.446    4.253    0.499    0.996
    3947    5.422   -1.073    6.588   -3.096   -0.163
    3948    7.382   -6.327    5.065   -3.557   -1.844
    3949    7.465   -3.387    5.154   -0.959    4.443
    3950    8.113    0.070    3.902    0.423    6.960
    3951    6.468   -2.214    7.421    0.461    4.654
    3952    7.265   -1.858    5.262   -2.239    1.191
    3953    6.891    3.050    4.557    0.240   -0.885
    3954    7.727    0.792    5.635   -5.551   -1.824
    3955    7.433    0.451    5.867   -3.094    1.700
    3956    7.950    0.380    6.752   -4.064   -4.802
    3957   10.039   -2.248    7.021   -5.293   -0.113
    3958    8.044    1.912    5.240   -1.863   -0.635
    3959    4.159   -2.782    2.607   -9.035    0.561
    3960    5.277   -1.626    4.728   -5.922   -0.316
    3961    8.853    1.393    3.399   -3.093    1.595
    3962    9.486   -0.762    4.485   -1.968    2.927
    3963    8.330    0.720    4.467   -4.075    8.036
    3964    8.096   -1.211    2.652   -4.309    6.699
    3965    9.130    2.316    1.856   -3.732    6.170
    3966    9.291   -4.483    4.113   -8.301    6.463
    3967    5.392   -4.902    2.168   -3.806    3.289
    3968    3.918   -2.981    4.941   -3.837    1.416
    3969    4.859   -7.408    4.382   -4.434   -1.138
    3970    6.465   -1.913    3.098    0.263    0.717
    3971    5.331   -7.800    2.120   -3.228    5.467
    3972    5.705   -1.232    4.647   -5.579    4.168
    3973    5.895   -0.784    4.162    0.529    6.916
    3974    2.001   -4.474    3.377    2.715    4.223
    3975    6.283   -1.536    0.692   -2.042    8.547
    3976    6.046    1.631   -0.843   -0.629    7.742
    3977    6.535   -2.806    0.305   -3.137    6.364
    3978    4.568   -1.773    0.264   -6.537    4.306
    3979    3.979   -2.807   -1.072   -3.475    3.960
    3980    5.889    1.075    3.859   -0.639    4.625
    3981    4.707    1.299    2.557   -0.831    9.709
    3982    5.121   -4.050    5.707    1.596    4.215
    3983    5.757    1.313    3.526    2.922    3.767
    3984    6.741    2.859    3.006   -1.793    6.307
    3985    9.554    4.702    1.263   -2.534    3.632
    3986    6.453   -0.919    3.801   -3.509    6.743
    3987    4.207   -1.454    2.241    0.444    3.889
    3988    6.898   -0.684    3.511   -6.113    1.057
    3989    5.746   -1.554    1.579   -3.374    6.303
    3990    6.747   -4.743    1.423   -6.161    8.261
    3991   10.634   -1.910    5.324   -5.372    3.920
    3992    5.865   -3.263    2.591   -4.973    4.376
    3993    4.241    0.706    2.895   -0.607    3.981
    3994    7.751    0.773    1.307    0.544    6.621
    3995    6.762   -1.112    1.456   -1.225    2.816
    3996    2.929    0.280    3.252   -3.479    2.143
    3997    6.365   -2.772    3.996    0.149    3.434
    3998    3.792   -3.095    6.031    0.261    1.994
    3999    9.158   -1.171    1.965   -6.760    5.778
    4000    9.362    2.027   -0.037   -5.260    6.827
    4001   11.277    1.967    1.305   -4.014    7.440
    4002    8.349    0.679    5.742   -0.301    4.089
    4003    7.229    2.463    3.474    0.299    9.739
    4004   10.887    4.961    0.770   -1.165    9.409
    4005    8.456    5.268    1.831   -0.492   11.406
    4006   12.079    3.388    6.005    3.166   11.829
    4007   10.207    2.984    7.894   -1.757    7.246
    4008   11.673    2.867    2.542   -4.173    8.889
    4009   10.616    9.203    3.337   -3.484    8.737
    4010   10.169    6.700    3.337    0.750    6.349
    4011    4.923   -0.269    6.786    3.378    6.714
    4012    9.637    6.773    6.595    2.346    3.220
    4013   10.738    8.440    1.967   -2.070    7.884
    4014   10.453   -0.305    5.169   -3.964    6.437
    4015    5.473    1.857    5.686   -0.626    3.926
    4016   10.645    3.228    4.988   -5.636    2.031
    4017   11.822    0.893    3.396   -4.518    5.453
    4018   10.395    5.415    2.604   -1.578    4.262
    4019    9.656    5.712    2.303   -4.067    2.375
    4020    7.668    2.307    5.276   -0.812    4.726
    4021   10.107    4.217    5.798   -4.122    2.052
    4022   10.006    4.629    5.112   -5.400   -0.530
    4023    9.045    4.418    5.041   -3.972    2.633
    4024   10.468    4.928    4.400   -2.311    3.710
    4025    9.357    5.184    3.088   -3.283    2.650
    4026   11.855    6.322    3.094   -5.270    2.998
    4027   10.076    7.227    5.597    1.362    1.864
    4028    6.944    4.843    1.093   -4.436    8.804
    4029    8.155    4.937    3.525   -5.439    8.676
    4030   10.395    2.525    3.912   -2.571    5.423
    4031   10.029    6.405    3.513   -2.737    6.630
    4032    8.671    1.934    1.414   -6.180    8.117
    4033   10.544    6.270    1.021   -3.218    7.134
    4034    7.242    4.255    2.002   -5.507    7.640
    4035    5.287    3.414    3.963   -1.918    6.043
    4036    7.014    5.650    3.945    1.357   13.154
    4037    5.087    0.548    5.762    0.954    8.417
    4038    7.417    5.519    4.876   -4.880    9.489
    4039    3.262    4.452    0.311   -0.497    8.328
    4040    6.568    0.759    1.526   -0.041    6.782
    4041    5.696    1.738    2.431   -1.198    7.078
    4042    7.811    2.293    6.118   -2.483    5.692
    4043    7.260    3.289    2.382   -1.189    4.469
    4044    9.827    3.269    3.928   -3.781    5.400
    4045    9.927    1.600    4.692   -4.736    1.926
    4046    7.589    1.225    3.011   -5.717    7.129
    4047    4.566   -0.764    2.531   -3.055   10.599
    4048    5.183   -0.776    4.915    0.042    4.156
    4049    6.370    1.180    1.456   -2.122    6.736
    4050    5.901    2.341    2.395   -3.247   12.139
    4051    5.684   -1.496    0.278   -7.264   14.318
    4052    4.882   -4.072   -2.867   -8.210   14.559
    4053    7.716    0.901   -1.720   -6.200   13.383
    4054    6.240    0.793   -0.092   -8.312   13.437
    4055    8.071    4.285    0.955   -5.350    9.954
    4056    5.243   -0.690    2.389   -6.193    5.033
    4057    7.378    1.919    1.370   -6.617    4.313
    4058    8.304    3.272   -0.957   -4.117   10.484
    4059    3.980   -0.933   -1.298   -2.394   10.431
    4060    2.846   -2.714   -0.218   -3.009   10.784
    4061    6.220   -0.644    1.060    1.548    5.650
    4062    8.689    1.544    2.008   -7.357    6.122
    4063    5.335    1.596    1.767   -6.134    9.221
    4064    2.777   -1.940    1.433   -9.834    5.259
    4065    6.160    2.306    0.275   -7.591    6.481
    4066   11.515    6.887   -1.533   -7.956   15.715
    4067   10.929    7.287    2.809   -7.969    9.905
    4068    9.094    4.925   -1.761   -3.782   10.111
    4069    7.174    4.432    0.717   -2.400    5.373
    4070   11.660    3.827    4.869   -1.466    4.189
    4071    8.153    2.897    1.743   -8.133    6.732
    4072    8.168    6.981   -0.158   -9.627    2.463
    4073    8.870    4.994    2.214   -6.151    2.829
    4074    9.741    5.364    0.908   -5.523    4.773
    4075    9.308    0.934    0.548   -4.353    9.002
    4076   13.038    4.935   -1.889   -2.243    5.830
    4077    9.635    6.922    2.201   -2.475    8.536
    4078   10.982    4.777    1.681   -6.790    7.938
    4079    6.132    7.522   -0.056   -4.871    7.699
    4080    6.263    1.609   -0.473  -10.220    9.589
    4081    4.724    6.956    0.086  -10.329    7.955
    4082    8.996    4.430   -1.833   -6.963    7.667
    4083    5.585    2.711    0.592   -9.124    8.150
    4084   11.171    3.744    2.063   -9.466    7.886
    4085   10.358    6.096    2.803   -4.612    3.410
    4086    8.982    6.202    1.694   -5.048    9.561
    4087    8.700    2.983    5.288    1.163    4.403
    4088    5.579    1.102    1.625   -0.582    3.672
    4089   10.179    3.858    3.460   -4.973    1.366
    4090    9.904    2.837    4.760   -3.684    3.112
    4091    8.196   -0.601    4.597   -4.698    1.816
    4092    4.812   -2.595    2.275   -4.872    7.680
    4093    8.503    2.615    0.798   -5.877    8.416
    4094    8.589    6.242    1.658   -2.267    7.734
    4095    9.192    4.483    2.400   -6.099    5.205
    4096    7.662    2.532    3.595   -9.005    1.371
    4097    6.831   -0.371    4.079   -6.719    2.997
    4098    8.421    5.934    5.679   -0.116    7.785
    4099    5.708   -1.201    2.358   -9.403    6.323
    4100    6.725   -0.641    3.960   -5.135    2.604
    4101   12.724    5.686    4.704   -6.281    6.636
    4102   10.805    6.450    2.697    1.409    4.126
    4103    8.871    5.987    3.182   -1.589    2.096
    4104   11.498    4.442    4.507   -2.895    4.857
    4105   10.931    3.951    3.221   -1.688    7.443
    4106   11.216    3.760    3.491   -3.059    5.413
    4107    7.832    4.606    3.015   -0.555    6.123
    4108   10.231    4.951    3.446   -3.535    2.963
    4109    9.497    5.834    4.617   -5.668    6.870
    4110    5.176   -0.428    1.604   -4.034    5.043
    4111    7.014    0.257    5.642   -2.681    7.124
    4112    7.688    1.645    5.822   -0.074    1.054
    4113    9.577    6.123   -0.420   -5.469    4.646
    4114    6.788    3.109    2.039   -5.682    3.536
    4115    5.625    1.407    0.453   -5.792   -0.448
    4116    8.148    2.926   -0.525   -5.357    2.747
    4117    7.577    4.237    2.925   -3.563    2.426
    4118   10.135    6.777    5.465   -5.584    0.581
    4119    9.521    6.882    7.474   -2.786    1.084
    4120    9.545    7.461    4.333   -0.610    6.136
    4121   10.533    5.210    5.970   -3.103    3.684
    4122    6.119    5.612    2.605   -5.780    5.255
    4123   10.147    1.205    1.608  -11.156    5.032
    4124    9.485    4.160    2.165   -6.107    2.479
    4125    9.403    3.746    3.041   -2.975    1.281
    4126    8.143    4.917    2.439   -4.745    0.998
    4127    9.065    4.937    1.373   -2.985    2.907
    4128    3.454   -3.387    4.356   -4.151    3.826
    4129   10.458    3.609    4.183   -2.209    8.553
    4130    7.723    2.424    3.144   -4.301    6.290
    4131   10.612    1.916    2.700   -4.196    5.788
    4132    5.513    1.127   -0.088   -4.824    6.807
    4133    8.311    6.326    2.506    2.752    9.153
    4134    8.622    3.126   -0.665   -3.049    9.893
    4135    5.612    0.381    4.545    1.679    5.828
    4136   10.578    3.635    2.572   -0.105    6.735
    4137    6.549    2.012    3.662    0.772    7.445
    4138    6.466   -1.639    5.936   -4.623    4.440
    4139    4.932   -2.348    2.435   -1.045    3.651
    4140    7.411    1.130    2.174   -2.911    1.743
    4141    6.296   -0.668    3.652   -2.391    2.660
    4142    7.151   -1.122    3.681   -5.959   -3.397
    4143    8.417   -0.259    2.996   -5.311   -2.595
    4144   12.636    5.340    3.143   -5.439    4.666
    4145    9.021   -3.481    2.876  -13.585    3.670
    4146    7.969   -0.630    2.427   -4.933    6.012
    4147    6.503    1.893    0.393   -6.204   11.520
    4148    6.964   -0.027    0.905   -6.129    8.142
    4149   12.158    0.096   -0.171   -8.443    8.435
    4150   10.527    1.676    0.140   -5.342    8.828
    4151   10.888    5.363   -0.601   -3.115    9.192
    4152    8.418   -0.067    3.566   -3.892    9.551
    4153    8.750    4.020    0.283   -2.973    4.918
    4154    6.714   -1.556    3.211   -7.512    7.925
    4155    6.758   -0.084    3.977   -7.219    3.567
    4156    4.868   -3.060    3.777   -2.490    1.132
    4157    9.673    1.986    4.787   -1.259    1.588
    4158    7.815    4.564    4.907   -0.782    2.307
    4159    9.535    2.788    3.725   -0.957    3.156
    4160    9.321    3.077   -0.096   -1.733    8.204
    4161    9.884    1.749    0.924   -3.154    5.805
    4162   14.249    4.817    2.893    1.716    3.700
    4163    7.721   -0.491    1.785   -2.397    6.776
    4164    6.700    2.545   -1.084   -4.692    4.567
    4165    8.418   -1.325    0.294   -8.484    2.319
    4166   10.272    5.670   -1.969   -2.795    6.377
    4167    8.758    5.012   -0.014   -9.203    4.947
    4168    8.296    2.777    0.381   -4.349    4.304
    4169    6.390    0.584    1.754   -2.680    0.917
    4170    9.008    2.060   -1.505   -4.352    5.138
    4171    8.968    0.874   -0.500   -0.791    2.256
    4172    7.276    2.535   -1.410   -3.484    1.648
    4173    6.363   -1.612    0.184    0.408    5.845
    4174    7.592    1.279    0.485   -4.349    8.984
    4175    6.563   -3.017    0.407   -1.678    9.273
    4176    7.116   -2.113    3.527   -1.253    5.510
    4177    8.541   -4.405    4.055    0.022    3.812
    4178    8.389    2.836    4.195   -4.264    6.209
    4179    6.930   -0.278    2.391    0.130    5.922
    4180    6.940   -2.051    4.450    2.754    3.210
    4181    7.739   -2.053    5.832   -5.392   -2.218
    4182    7.157   -5.276    4.462   -3.578    2.587
    4183    9.172   -1.167    5.195   -3.639   -1.946
    4184    9.168    6.259    0.330   -2.648    3.198
    4185   10.954    4.141    3.586   -1.979    5.895
    4186    9.377    1.021    2.674   -0.179    6.485
    4187    6.175   -0.526    2.870   -1.810    8.060
    4188    6.548   -0.432    1.476   -4.540    6.774
    4189    6.808    3.205    1.325   -3.490    6.917
    4190    8.498    3.067   -0.399   -5.224    7.245
    4191   10.175    3.831    2.124   -4.294    7.208
    4192    6.842    0.038    2.160   -0.908    4.818
    4193    7.788    7.031    1.884    3.237    6.335
    4194    8.911    3.751    3.067   -5.673    1.598
